lambda_inv,c_adverse,n,pnl_net_mean,pnl_net_median,pnl_net_std,pnl_net_ci_lo,pnl_net_ci_hi,pnl_edge_mean,pnl_edge_median,pnl_edge_std,pnl_edge_ci_lo,pnl_edge_ci_hi,pnl_inventory_mean,pnl_inventory_median,pnl_inventory_std,pnl_inventory_ci_lo,pnl_inventory_ci_hi,sharpe_1s_mean,sharpe_1s_median,sharpe_1s_std,sharpe_1s_ci_lo,sharpe_1s_ci_hi,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_ci_lo,max_drawdown_ci_hi,fill_rate_orders_mean,fill_rate_orders_median,fill_rate_orders_std,fill_rate_orders_ci_lo,fill_rate_orders_ci_hi,adverse_cost_500ms_mean,adverse_cost_500ms_median,adverse_cost_500ms_std,adverse_cost_500ms_ci_lo,adverse_cost_500ms_ci_hi,n_fills_mean,n_fills_median,n_fills_std,n_fills_ci_lo,n_fills_ci_hi,inv_abs_mean_mean,inv_abs_mean_median,inv_abs_mean_std,inv_abs_mean_ci_lo,inv_abs_mean_ci_hi,inv_max_abs_mean,inv_max_abs_median,inv_max_abs_std,inv_max_abs_ci_lo,inv_max_abs_ci_hi,pnl_vol_1s_mean,pnl_vol_1s_median,pnl_vol_1s_std,pnl_vol_1s_ci_lo,pnl_vol_1s_ci_hi,quote_lifetime_mean_s_mean,quote_lifetime_mean_s_median,quote_lifetime_mean_s_std,quote_lifetime_mean_s_ci_lo,quote_lifetime_mean_s_ci_hi,killed_mean,killed_median,killed_std,killed_ci_lo,killed_ci_hi,diverged_mean,diverged_median,diverged_std,diverged_ci_lo,diverged_ci_hi
0.1,0.0,12,8.367499999999948,9.44249999999969,3.112390560324751,6.67829166666661,10.01086458333312,21.135833333333334,20.5825,3.867056569944577,19.13078125,23.412572916666665,-12.768333333333382,-12.217500000000152,3.407299205938301,-14.595489583333551,-10.976229166666876,0.25830119824296616,0.2673078968082683,0.11242265487035213,0.1968328162729373,0.3175122433077804,2.4666666666666686,2.0850000000000364,1.2451840560068526,1.883697916666529,3.2033958333333783,0.3241496948657212,0.32327364495595706,0.024783424832591973,0.31089581208500916,0.3387706300274795,1.1940240209379684,1.2219660131010537,0.2141469103263982,1.0756575976704223,1.3030076721269308,233.91666666666666,229.0,36.44038302695946,214.33333333333334,254.83958333333334,5.011366927309587,4.903127715030409,0.7408794766380397,4.612328048074139,5.440120909354185,22.166666666666668,21.5,4.509249752822894,19.75,24.585416666666664,0.2971105285705387,0.2993249721107767,0.05721303487615537,0.2661733122023496,0.32824474617170296,0.37496539585388966,0.3809927460411796,0.028955772171605124,0.35816120246482136,0.39044592904577474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.5,12,8.888333333333254,7.699999999999648,3.1596434877526396,7.347916666666629,10.784822916666634,20.4225,20.365000000000002,2.9609200812032612,18.964927083333333,22.004156249999998,-11.534166666666744,-11.024999999999684,3.3739973819395215,-13.350458333333586,-9.765343750000133,0.28882796359621343,0.2635930409780781,0.13282216273421338,0.22275816674730603,0.36644687994924596,2.2433333333334056,2.365000000000066,1.0568743223928048,1.6968125000000862,2.81815625000005,0.2748761040472503,0.27648969984710714,0.018047822801802137,0.26553084830237494,0.2841151594777853,1.2890994166754368,1.3065721415607987,0.30473438571265477,1.1320745305017073,1.4369821083938898,201.5,204.0,21.71509738742736,190.74791666666667,213.5875,5.401752099623516,5.367940920938315,0.6248424604896601,5.073901317694758,5.72099261511729,21.916666666666668,21.5,2.968266507678524,20.333333333333332,23.41875,0.2838644528504241,0.2886538915924582,0.06388864335039138,0.2513378155713944,0.31871538487414597,0.36934924945514763,0.3746770311982375,0.03637647904005294,0.35006542570036675,0.3886539262948221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.0,12,8.037916666666355,7.6699999999997885,2.8407021045809713,6.700916666666451,9.60099999999968,18.853333333333335,17.8575,3.6051726306752214,17.0334375,20.883052083333332,-10.815416666666978,-9.952500000000516,4.140727570199082,-13.104260416666946,-8.796062500000348,0.23078493862901897,0.24000874977870024,0.09409842957121525,0.18319275107519445,0.2795704581956447,2.582500000000001,2.5100000000000477,1.177911286982094,1.9964270833333457,3.2573020833333715,0.2224698500028374,0.21694644926046114,0.018067832673055007,0.21334033175341835,0.23198124117048796,1.2395539609147777,1.291437442694007,0.2333971437746051,1.1067177446443934,1.3616012471186985,171.08333333333334,160.0,29.5710495197071,156.66458333333333,186.59166666666667,6.447292209672749,6.4404865334491745,1.088379117696464,5.864476542137272,7.006112438459311,21.333333333333332,21.0,3.8924947208076146,19.25,23.583333333333332,0.31836102947924094,0.2971065002678972,0.06396777499585173,0.28615861163639206,0.3532916714655737,0.3475181109029201,0.35566944823629015,0.0272464599751016,0.3331890599667029,0.36155076393396607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,1.5,12,7.748749999999807,8.19249999999954,3.026143754471464,6.121749999999965,9.274489583332983,17.891666666666666,16.69,4.303930198262415,15.879541666666668,20.4021875,-10.14291666666686,-10.217500000000701,3.5005392171217173,-12.08586458333372,-8.194010416666544,0.1995961671166687,0.19468913548209418,0.08646349774315605,0.15380746091571026,0.2460390704915681,3.510416666666733,3.262500000000273,1.1716915866568705,2.8961979166667318,4.136864583333311,0.18988752438942388,0.18477548581698686,0.027720482161003982,0.17599747219047063,0.2046946596162439,1.5461431640318148,1.5493589973383042,0.36362517859036586,1.3659116239566393,1.7398700802212768,149.75,138.5,39.043390780468386,132.49791666666667,173.25625,7.1569649580075305,7.2558644656820155,0.9663224022917272,6.633414784245582,7.664742615117289,23.916666666666668,24.0,3.058767824804721,22.08125,25.25208333333333,0.3472550518382785,0.32902272846594416,0.06667466611744549,0.3127677559781448,0.382512206026538,0.340442542969359,0.34185175649945004,0.03806481295539328,0.3198996429315693,0.3612202391893341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.0,12,7.258333333333657,7.647500000000349,3.299137857995941,5.5268750000001265,9.019697916666964,17.286250000000003,16.377499999999998,3.392531318941654,15.782197916666671,19.226166666666668,-10.027916666666343,-8.837499999999457,5.0792257187014025,-13.019885416666606,-7.757187499999533,0.16825851880044065,0.15681950115759302,0.10608144906378827,0.11189240682398481,0.2292841853699335,4.087083333333264,4.062499999999943,1.9865553310525412,3.016656250000003,5.209010416666645,0.17134229701417567,0.1602715231033815,0.028356078203052363,0.15661578088561623,0.1872411639512757,1.5504498480914097,1.4075002012396363,0.40315443061089457,1.3292008614937767,1.7652364266577365,139.5,133.5,30.309014560628057,124.75,157.25416666666666,8.307993049522155,8.082971329278887,2.197158720560439,7.124505864465681,9.529829134086304,25.583333333333332,25.0,4.461111425588376,23.166666666666668,28.0,0.42920826527376793,0.4199352755410578,0.1225452623685943,0.36141301935979364,0.49489514562237497,0.32323397209323484,0.32902933667130563,0.024492177974277093,0.30937511964752357,0.3360242039376038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,12,9.485833333333355,9.64500000000018,2.0822396523207862,8.374885416666881,10.645427083333221,21.466250000000002,20.57,3.0129101946306154,20.016041666666666,23.09878125,-11.980416666666644,-11.397500000000088,2.8374127606401176,-13.533333333333392,-10.573968750000047,0.35390800102550884,0.35467772080097804,0.09180471872038115,0.30561216017402454,0.40362654647178436,1.3995833333333063,1.2525000000000546,0.4270429951385907,1.18493749999999,1.636322916666674,0.3168738216317591,0.3208738671322857,0.01352975917653176,0.30949636851160556,0.3228888897178271,1.1668385221180948,1.1950392659082694,0.2597396898357183,1.0233406707940447,1.2905133412891356,241.83333333333334,236.5,26.11803046080457,228.58333333333334,256.16875,3.790399652476108,3.8475238922675934,0.32503664026330337,3.6248352881552277,3.9631479872574573,18.416666666666668,17.0,2.7455197664338145,17.0,20.0,0.2376052384641447,0.23931431427785987,0.02942910240158048,0.2225607779191147,0.2542384211487921,0.3605808102233093,0.36635453008698793,0.025181001559622884,0.345631908693757,0.37269752695381725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.5,12,9.712083333333416,9.83500000000059,2.055140404773665,8.648562500000061,10.846197916666963,21.125833333333333,20.395,3.3965482701582723,19.49198958333333,23.06275,-11.413749999999917,-10.889999999999883,2.8043854658211256,-12.786874999999908,-9.839510416666723,0.3363890204579851,0.3433276208299699,0.08665253380978427,0.29001284191054366,0.38389225945417405,1.632083333333237,1.4974999999999454,0.7318452964108423,1.234395833333218,2.0629479166665154,0.27083993574414317,0.26979921918572225,0.014328141338133298,0.26368638716513276,0.27847482421420205,1.2800913778230592,1.2289866714225923,0.17772326589030213,1.1901080332478131,1.3755641098163118,212.33333333333334,204.0,28.11771791248466,199.0,228.17499999999998,4.130249058789459,4.199826238053866,0.47116547354106453,3.879568491167101,4.383673617144512,18.833333333333332,18.5,3.4859023439441255,16.916666666666668,20.75,0.26009625872182557,0.2564831067269931,0.06368206226108847,0.22889579458922293,0.29598540119623507,0.3454931611639233,0.34845595138495145,0.026555594136727735,0.33079687057606477,0.3584659998012882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,1.0,12,7.5445833333333745,7.339999999999947,3.044138524453314,6.032916666666757,9.21363541666702,17.949166666666667,17.020000000000003,4.05500018682509,16.039989583333337,20.394875,-10.404583333333294,-10.242500000000097,3.611272413840707,-12.499604166666561,-8.665302083333431,0.24821010409546798,0.22490346046944845,0.1261185686898436,0.18983288571424678,0.3193388774217425,2.487083333333364,2.035000000000025,1.370662511232091,1.8441354166667385,3.246864583333336,0.21368878531592747,0.21198219850313904,0.02048980326453138,0.20361427370924384,0.2243391815745281,1.4211742602246462,1.3563760618382381,0.3416480514847509,1.245168226951259,1.6073120953349662,168.58333333333334,171.5,29.438559541505896,153.83125,184.75625,5.307993049522154,5.210686359687228,1.0173703265391187,4.807330582102519,5.855055386620329,20.083333333333332,20.0,2.937479851639476,18.5,21.666666666666668,0.2815191960504619,0.25989137954421004,0.06618746742708351,0.24981444159364133,0.31932745320548606,0.33970976426959804,0.3432800275675115,0.03459350640183267,0.31927776910968214,0.35717857182971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,1.5,12,7.643333333333385,7.390000000000157,3.4008183061603567,5.819395833333394,9.465822916666625,18.664583333333336,18.19,2.7030037654543895,17.358145833333335,20.2073125,-11.02124999999995,-10.950000000000214,3.455583179962009,-12.957270833333299,-9.25137500000002,0.2215666351984533,0.20657070273924777,0.11615568845024081,0.160900301118384,0.2846340494715017,3.13041666666661,2.509999999999934,2.1144024067993787,2.0732291666666,4.34967708333323,0.19912545348255598,0.19897828863346106,0.015624656688132031,0.19087571319278684,0.20757417595730943,1.5123831279043056,1.5333251193193609,0.29455554088705366,1.347219643145368,1.6552542215211061,162.33333333333334,156.0,21.781281927936252,151.74583333333334,175.41666666666666,5.708803938604112,5.549522154648132,1.1106022553288755,5.144370836953374,6.325794598899509,20.25,21.0,2.958039891549808,18.5,21.75,0.3194232023122614,0.30559788774776897,0.05746134213395853,0.2915176118407483,0.3517356679962901,0.3253489516720078,0.3306604610181348,0.02992582640198241,0.307898623546018,0.34061553528863103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,2.0,12,6.557083333333334,6.684999999999839,4.357094767228405,4.428072916666464,9.013239583333496,16.11125,14.1225,3.8119257391650603,14.317895833333333,18.414885416666664,-9.554166666666667,-8.160000000000098,4.60740403803469,-12.124166666666623,-7.309416666666544,0.17939748712985845,0.21939808798993227,0.12071216433081954,0.11633976441250207,0.24495840690034312,4.3495833333333325,3.730000000000274,3.5905288660417334,2.6394791666666384,6.434958333333297,0.15636389741056522,0.1567911710192554,0.00936193751927436,0.15150681527685544,0.16141099087063326,1.6874956694504109,1.5135482243933422,0.7917527271425011,1.3241569108616917,2.1499407170889895,123.83333333333333,118.0,18.324515785904925,114.75,134.66875,6.815377932232841,6.762380538662033,1.7905071725124744,5.800222632493483,7.7656584853750354,20.666666666666668,19.0,6.471382223203006,17.4125,24.25,0.3687247323546028,0.37919300771921616,0.11456185706931658,0.30246854949416657,0.42978003043009827,0.3352486548736034,0.33945514577242175,0.030809224560349065,0.316580328509928,0.3501883740487016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
