gamma,latency_ms,n,pnl_net_mean,pnl_net_median,pnl_net_std,pnl_net_ci_lo,pnl_net_ci_hi,pnl_edge_mean,pnl_edge_median,pnl_edge_std,pnl_edge_ci_lo,pnl_edge_ci_hi,pnl_inventory_mean,pnl_inventory_median,pnl_inventory_std,pnl_inventory_ci_lo,pnl_inventory_ci_hi,sharpe_1s_mean,sharpe_1s_median,sharpe_1s_std,sharpe_1s_ci_lo,sharpe_1s_ci_hi,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_ci_lo,max_drawdown_ci_hi,fill_rate_orders_mean,fill_rate_orders_median,fill_rate_orders_std,fill_rate_orders_ci_lo,fill_rate_orders_ci_hi,adverse_cost_500ms_mean,adverse_cost_500ms_median,adverse_cost_500ms_std,adverse_cost_500ms_ci_lo,adverse_cost_500ms_ci_hi,n_fills_mean,n_fills_median,n_fills_std,n_fills_ci_lo,n_fills_ci_hi,inv_abs_mean_mean,inv_abs_mean_median,inv_abs_mean_std,inv_abs_mean_ci_lo,inv_abs_mean_ci_hi,inv_max_abs_mean,inv_max_abs_median,inv_max_abs_std,inv_max_abs_ci_lo,inv_max_abs_ci_hi,pnl_vol_1s_mean,pnl_vol_1s_median,pnl_vol_1s_std,pnl_vol_1s_ci_lo,pnl_vol_1s_ci_hi,quote_lifetime_mean_s_mean,quote_lifetime_mean_s_median,quote_lifetime_mean_s_std,quote_lifetime_mean_s_ci_lo,quote_lifetime_mean_s_ci_hi,killed_mean,killed_median,killed_std,killed_ci_lo,killed_ci_hi,diverged_mean,diverged_median,diverged_std,diverged_ci_lo,diverged_ci_hi
0.005,25.0,12,4.251250000000359,4.507500000000064,2.0274660909619615,3.150604166666806,5.297458333333689,24.355416666666667,24.8075,2.776635028831361,22.719270833333336,25.83216666666666,-20.10416666666631,-20.0374999999999,2.8375372110763504,-21.607354166666347,-18.458031249999426,0.13932834052781484,0.1614779772183874,0.06991887917207892,0.0999411240331326,0.17509364092765628,2.5808333333333118,2.360000000000298,0.9539435692602453,2.1378437500002168,3.123812499999795,0.223594529940517,0.22050692215747358,0.011797456998049925,0.21691280036303928,0.22998160887920524,1.2108210720349815,1.2008084555446654,0.13327282373494254,1.1387854748714525,1.2780099405281533,395.4166666666667,390.5,40.236704937686234,373.49791666666664,416.91875,5.102374746597161,5.126411815812338,0.5233434673250769,4.816020489429484,5.375669707500725,27.25,27.5,4.712169930567599,24.833333333333332,30.0,0.27916536376212425,0.2734306784565582,0.05246392448694362,0.25266292249938743,0.3087726522608847,0.15394080897989137,0.1519699232912522,0.009580855983992222,0.14915447162626086,0.15977877958414716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.005,50.0,12,1.0083333333334228,0.5250000000002757,2.85382863514743,-0.4680937499998602,2.51170833333332,21.792083333333334,21.494999999999997,2.468304956049922,20.506031250000003,23.20895833333333,-20.78374999999991,-21.36249999999967,3.706746383285337,-22.682739583333195,-18.74529166666681,0.04468709078926366,0.012552580165485255,0.08833854505250437,0.00017301511866841366,0.09565937124951217,4.080833333333321,3.550000000000068,2.0846776874630906,2.995833333333363,5.128145833333285,0.21033480539444746,0.2100665662873838,0.012068032196144952,0.2041824778365255,0.21702111318209646,1.261662655519004,1.2641358662485422,0.16121862297862857,1.1679036456282355,1.3441857405343889,375.0,374.0,45.03130224430759,351.4125,399.75,5.879163046626122,5.992615117289313,0.6010145581190938,5.553690631335071,6.175658847379092,30.833333333333332,30.0,5.9974742158426135,27.75,34.333333333333336,0.3288465080855291,0.29565178799142594,0.11909288579331152,0.2691081143259197,0.3966966317691547,0.15301538434345788,0.15297568022120328,0.010006833967129833,0.14774191452968727,0.15869706732917452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,12,-3.8845833333333935,-2.0700000000003342,10.121053093413412,-10.036093750000022,0.8899374999999432,26.605,27.1575,3.342284874426203,24.67036458333334,28.36758333333333,-30.489583333333396,-28.802500000000336,12.239326232631582,-37.777083333333174,-24.454010416666694,0.010933436758606313,-0.04989683115384479,0.17501754580099024,-0.07800749238326814,0.10637315013652957,7.625416666666745,3.8200000000005048,9.07612438772798,3.533041666666598,12.978187499999981,0.23483120673675636,0.23523500309214596,0.013265972678281517,0.2273341692326533,0.24210014771533142,1.905773406296433,1.7767309923658874,0.6156369843023829,1.6252121329540272,2.2861862038449874,424.5,428.5,54.87920619622037,393.48333333333335,454.16875,2.316101940341732,2.339270199826238,0.21357971918861027,2.2003801042571673,2.428837242977121,18.833333333333332,17.0,5.4578272955342575,16.24791666666667,21.835416666666664,0.44097995696839193,0.32570591508906854,0.4060370713850149,0.26367949776237753,0.6819008431859921,0.14014821098417443,0.14102747625348383,0.012754815284073849,0.13327056064910442,0.1474710321852111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1.0,12,-1.7658333333331295,-2.524999999999153,4.2671162464368875,-3.82782291666641,0.7567812500002874,27.060416666666672,26.8475,1.7771944927754857,26.141083333333338,28.002052083333332,-28.8262499999998,-29.077499999999155,5.4474773665515315,-31.46592708333315,-25.828447916666306,-0.011746724715996387,-0.06324788189894574,0.1498177095519038,-0.08159006593228736,0.07628032965409753,5.532083333333124,5.317499999999448,3.149732642574084,3.9060833333329903,7.287937499999911,0.2368931288161119,0.2346064469482056,0.007361261311865623,0.23305665530340178,0.24107039609800038,1.9300751416026294,2.030027207528898,0.3833731045300013,1.712761418187797,2.1305530574905585,429.9166666666667,425.5,32.452646154423874,414.07916666666665,447.16875,2.3026353895163623,2.304517810599479,0.23181472155899502,2.1769982623805393,2.422371850564726,16.083333333333332,15.5,2.9063670960444234,14.666666666666666,17.666666666666668,0.3325619969623012,0.3372330466124715,0.13393864556608417,0.27038659423029227,0.40783075695479837,0.1386025979247829,0.13947693846327436,0.00619079683085269,0.13501407627332315,0.14169874503885088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,5.0,12,2.365000000000142,1.42999999999968,3.646938940586445,0.537125000000079,4.282729166667083,25.795833333333334,26.177500000000002,2.7280636100732814,24.141437500000002,27.19532291666666,-23.430833333333194,-22.184999999999448,4.130683320828649,-25.745864583333198,-21.397708333333167,0.11593861653563005,0.053446919493148705,0.1520257913251662,0.043184851892136625,0.19800135641356253,2.545833333333325,2.4449999999998795,1.455929620759936,1.803531250000049,3.3721249999999854,0.2304012534498876,0.23220667621460836,0.01144820088086549,0.22374890571565317,0.23604841688827044,1.564909855030031,1.5382456102858821,0.3261276028887223,1.4040967079602262,1.7612428265656888,410.1666666666667,414.5,39.72366671103886,388.06874999999997,431.25,2.704097885896322,2.6976542137271937,0.3119675796148663,2.542549956559513,2.873463292788879,20.166666666666668,19.0,5.149286505444373,17.666666666666668,23.25,0.2372431685645191,0.22511894918460762,0.08434837190641183,0.201693316209103,0.29064509692381757,0.14508965128042328,0.14359153655805257,0.01009254467181742,0.13980602792081515,0.15068938945895308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,10.0,12,2.211666666666788,2.1425000000004175,2.3185647336749793,0.9605208333337353,3.3634375000001366,25.303750000000004,25.3975,2.868513334464388,23.642062499999994,26.83608333333333,-23.09208333333321,-24.112499999999873,3.4578208181751,-24.767916666666576,-20.982531249999898,0.09649196420169369,0.0839704474286926,0.10388167491831861,0.04591761203907733,0.1598395995530462,2.742499999999923,2.6824999999999477,1.5265997570356915,1.9380208333332707,3.5428749999998237,0.2237170623754474,0.22568162976420097,0.013406098953742614,0.21612724594901703,0.2306988789023322,1.5442369712949997,1.5573008361077703,0.1924306153807534,1.4380570878680075,1.6338103482347042,411.5833333333333,417.0,48.1766792571097,383.2375,436.18333333333334,2.7135099913119034,2.748045178105995,0.34747751151679834,2.5201165653055315,2.8993140023168262,19.75,20.0,4.494946657586211,17.333333333333332,22.25,0.24714951987022385,0.2443818876755815,0.07642608792682329,0.20778771587349235,0.29032237932010474,0.1434958542548224,0.14163498327956725,0.010073989406494639,0.13827415966036455,0.14899216585099165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,25.0,12,3.0474999999999937,3.0025000000004525,2.433581815873047,1.5691458333333037,4.1574791666668505,23.46375,23.265,2.8971083741928227,21.857687499999997,25.06720833333333,-20.416250000000005,-20.60500000000028,4.359636205110954,-23.09143750000034,-18.236885416666567,0.1300514596925983,0.12020866180380801,0.09316642124525043,0.0771184534312571,0.17408778607344322,2.5012500000002333,2.3100000000003433,1.2486522279499508,1.917177083333396,3.275750000000198,0.2173323278077455,0.21809716759659825,0.01008235218863275,0.2116470697732292,0.22268271285487784,1.3387574478041113,1.3110391806694266,0.174448009649064,1.2472259126849394,1.437538743843166,401.25,406.5,41.948290679229004,377.49791666666664,423.75416666666666,3.464161598609905,3.454821894005213,0.2947639626684122,3.321642412395019,3.631382131479873,20.666666666666668,19.5,4.228331571528878,18.49791666666667,23.25208333333333,0.2354860868410986,0.2106319527676263,0.06579900613303473,0.2050414007610566,0.2774253007864904,0.14739791035763752,0.1456105112338007,0.010273743990409548,0.14219741283910145,0.1537688220981435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,50.0,12,2.615000000000246,3.075000000000017,3.194192172735448,0.7375104166670673,4.120927083333644,22.142083333333336,22.135,2.3142458602134632,20.816479166666667,23.37472916666667,-19.527083333333092,-19.57999999999824,3.255693934082664,-21.28506249999971,-17.72921875000008,0.10968317822240746,0.11688070955253152,0.11766246391127168,0.04487837116984941,0.17075502494302527,2.8029166666666967,2.3125000000002274,1.7144631525685492,1.9787395833333083,3.7795937500000005,0.20772596071037963,0.20593110797139014,0.012142911068034615,0.20104757884314423,0.21460661221623714,1.1948764222786212,1.1587798234348434,0.1975132096764166,1.1072102834569104,1.31666779325444,386.3333333333333,382.0,36.47996544389645,366.24583333333334,405.25,4.140023168259485,4.174196350999131,0.4089628582591744,3.9031892557196644,4.355489791485664,23.916666666666668,24.0,4.481443219916251,21.664583333333333,26.333333333333332,0.2468107396104213,0.23703295713205047,0.05424786324605354,0.21709845958123306,0.2750317021622143,0.1469476085113763,0.1474718578668858,0.008983275536361851,0.14247165231439948,0.15206490801679548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,12,-6.251249999999954,-3.999999999999659,5.738458822636235,-9.400906250000123,-3.292177083333217,23.82041666666667,23.902500000000003,2.5406866093577336,22.291927083333334,25.134697916666667,-30.07166666666662,-29.44999999999972,7.046670501131463,-33.88837499999999,-26.483781249999883,-0.1534545913743089,-0.13224931379418028,0.09386428455331405,-0.20477746260553395,-0.10246971088601067,7.28708333333331,5.209999999999702,5.276443558760806,4.533416666666594,10.117927083333306,0.22378261229514743,0.22552435134175236,0.011496396222569219,0.21709324911243807,0.22988256196103368,2.0250478568332126,1.9060417270356418,0.36015473177986806,1.8487330887545501,2.228995544617049,415.5,426.0,45.71552352220295,389.65833333333336,439.42291666666665,1.5278019113814076,1.5052128583840139,0.18409878591806267,1.4356610194034174,1.622518462206777,14.916666666666666,15.0,2.539088359425425,13.664583333333333,16.166666666666668,0.3081563550603405,0.21366431756145327,0.18747311561338817,0.21445680583765095,0.4097234042859944,0.13694279567281872,0.13623451721146554,0.008076041655939687,0.13273023534248776,0.14141381326344477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,1.0,12,-7.789583333333287,-7.212500000000013,5.419009242863941,-10.667677083333276,-4.9069479166663985,25.09,24.6675,3.1538252387162538,23.352437500000004,26.780218749999996,-32.87958333333329,-33.034999999999656,7.582057306063216,-37.04761458333328,-28.638583333333347,-0.20362030929667105,-0.20742944824797727,0.11286225074659614,-0.261345960331586,-0.1409488398438666,8.628333333333293,7.569999999999979,5.006936703366263,6.10070833333321,11.36222916666675,0.23005206280816612,0.2284648494835706,0.009352249188788603,0.22516128346428876,0.23529226804769635,2.005405066093593,1.9311907440896356,0.35103356303474187,1.8302014246097909,2.201636850823471,450.0833333333333,458.0,50.85354789327224,421.49583333333334,477.0083333333333,1.5871705763104549,1.5799304952215465,0.14302213322586024,1.5136819432377642,1.6629850854329566,14.833333333333334,14.0,3.2427074359478554,13.164583333333333,16.66875,0.3049880782933238,0.2873176381440138,0.17805581567095974,0.22649150547491836,0.40888332759185325,0.13038849063238905,0.1259435723084964,0.00923102450380745,0.12558763681337068,0.13539915259068888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
