env,latency_ms,arm,seed,pnl_net,pnl_gross,fees,pnl_edge,pnl_inventory,pnl_realized,pnl_unrealized,pnl_vol_1s,sharpe_1s,sharpe_ann_247,max_drawdown,pnl_1s_q05,pnl_1s_cvar05,pnl_1s_worst,inv_mean,inv_std,inv_abs_mean,inv_max_abs,inv_q05,inv_q95,inv_final,n_fills,n_maker_fills,n_taker_fills,filled_qty,n_quotes,n_cancels,n_rejects,fill_rate_orders,fill_ratio_qty,cancel_rate,quote_to_trade,quote_lifetime_mean_s,quote_lifetime_median_s,avg_edge_ticks,pnl_per_lot,killed,kill_time_s,sigma_hat_final,n_sigma_clamped,n_offset_clamped,market_trades,mid_max_dev_ticks,diverged,market_spread_mean,mean_abs_inv,mean_abs_obi,mean_abs_ret,mean_abs_adverse,mean_abs_latency,mean_abs_h0,n_kept_by_queue,n_adverse_measured,ack_latency_ms
noise,5.0,as_gamma0.01,4200001,3.2749999999994515,3.2749999999994515,0.0,15.675,-12.40000000000055,3.2500000000001257,0.024999999999325784,0.128341223394232,0.1458166380165864,818.8613712141417,1.1600000000000819,-0.12000000000003866,-0.37444444444445124,-0.8049999999997226,0.863506567675614,5.109781555416484,3.9703026841804685,19.0,-7.0,9.0,-1.0,377,377,0,1303.0,1248,1040,3,0.25400641025641024,0.20881410256410257,0.8333333333333334,6.076923076923077,0.2786605342182986,0.170609287,1.2029930928626247,0.0025134305448959718,0.0,nan,2.253017406020864,0.0,0.0,4942.0,50.0,0.0,1.3540833809251855,,,,,,,,,
noise,5.0,as_gamma0.01,4200002,6.765000000000555,6.765000000000555,0.0,14.375,-7.609999999999445,6.720000000000106,0.04500000000044846,0.08801480506897574,0.4392118215435581,2466.478443987365,0.37000000000000455,-0.0665000000000191,-0.15333333333332178,-0.29499999999980275,-0.2826956025128498,4.7868958808445905,3.5962307252998285,23.0,-8.0,8.0,-1.0,337,337,0,1153.0,1157,973,1,0.24373379429559205,0.1993085566119274,0.8409680207433017,6.3234421364985165,0.29990194010216453,0.192988966,1.2467476149176062,0.005867302688638816,0.0,nan,1.4544576700908012,0.0,0.0,4844.0,24.0,0.0,1.3548571428571428,,,,,,,,,
noise,5.0,as_gamma0.01,4200003,4.259999999999991,4.259999999999991,0.0,11.995000000000001,-7.73500000000001,4.199999999999835,0.06000000000015593,0.08627673427318865,0.2821485693440517,1584.4595481134195,0.9500000000000455,-0.07949999999996747,-0.21722222222221255,-0.4249999999998977,-0.7047401484865791,4.093590332978989,3.2107367218732152,18.0,-7.0,5.0,-6.0,283,283,0,978.0,1071,926,2,0.23062558356676005,0.1826330532212885,0.8646125116713352,7.063604240282685,0.32480696466417214,0.2,1.2264826175869121,0.004355828220858887,0.0,nan,1.3673213917758016,0.0,0.0,4687.0,26.0,0.0,1.327812678469446,,,,,,,,,
noise,5.0,as_gamma0.01,4200004,6.034999999999741,6.034999999999741,0.0,16.395,-10.360000000000259,6.036666666666349,-0.0016666666666083074,0.10178306077835564,0.3388158503192336,1902.6855615059123,0.8100000000000591,-0.09299999999993246,-0.21999999999998465,-0.37999999999988177,-0.49514563106796117,4.599289092749965,3.475157053112507,18.0,-8.0,6.0,-9.0,377,377,0,1289.0,1216,1010,0,0.26151315789473684,0.21200657894736843,0.8305921052631579,5.904509283819628,0.28429622788385506,0.166326264,1.2719162141194724,0.004681923972071172,0.0,nan,1.8319970378434771,0.0,0.0,4986.0,29.5,0.0,1.3946316390633924,,,,,,,,,
noise,5.0,as_gamma0.01,4200005,6.1349999999997635,6.1349999999997635,0.0,15.985000000000001,-9.850000000000238,6.109999999999249,0.02500000000051461,0.09295900185711978,0.3771247771251371,2117.8167067628483,0.9449999999998226,-0.09000000000003183,-0.17949999999999874,-0.45499999999992724,0.41119360365505425,4.436617568110881,3.3135351227869787,19.0,-6.0,8.0,9.0,353,353,0,1249.0,1275,1081,0,0.24313725490196078,0.19592156862745097,0.847843137254902,6.674220963172805,0.27298410361115477,0.174227136,1.27982385908727,0.004911929543634719,0.0,nan,1.668758705640547,0.0,0.0,4918.0,36.0,0.0,1.3849229011993147,,,,,,,,,
noise,5.0,as_gamma0.01,4200006,3.8850000000005593,3.8850000000005593,0.0,15.555,-11.66999999999944,3.8383333333334657,0.046666666667093626,0.10157885787808629,0.21854941533844932,1227.3062687245265,0.8400000000000318,-0.12549999999992562,-0.2850000000000029,-0.41000000000005343,-0.5396916047972588,4.7519265643311925,3.7766990291262137,17.0,-8.0,7.0,7.0,351,351,0,1251.0,1312,1117,1,0.23170731707317074,0.19070121951219512,0.8513719512195121,6.923076923076923,0.26526859608244274,0.15176454,1.2434052757793765,0.0031055155875304233,0.0,nan,2.020829993539558,0.0,0.0,4919.0,30.5,0.0,1.388793596340766,,,,,,,,,
noise,5.0,as_gamma0.01,4200007,3.640000000000441,3.640000000000441,0.0,15.41,-11.769999999999559,3.570000000000364,0.07000000000007711,0.1448232771663404,0.14362332082923496,806.5443767752914,2.0550000000000637,-0.13099999999995474,-0.4027777777778062,-1.2550000000001091,0.5619645916619075,4.5775896661049185,3.3249571673329528,20.0,-7.0,7.0,-6.0,350,350,0,1220.0,1223,1031,0,0.24611610793131644,0.19950940310711365,0.8430089942763695,6.44,0.284323627963964,0.140249632,1.2631147540983607,0.002983606557377411,0.0,nan,1.7418172132758245,0.0,0.0,4771.0,20.0,0.0,1.338663620788121,,,,,,,,,
noise,5.0,as_gamma0.01,4200008,4.07000000000059,4.07000000000059,0.0,15.235,-11.16499999999941,4.070000000000891,-3.0109248427834245e-13,0.13150747167646035,0.17685035352488818,993.137168411626,0.985000000000241,-0.10799999999978802,-0.36166666666669145,-0.869999999999834,0.3375214163335237,5.176139345906294,3.930896630496859,27.0,-8.0,10.0,0.0,355,355,0,1230.0,1188,993,2,0.25673400673400676,0.20707070707070707,0.8358585858585859,6.149295774647888,0.29292413655396293,0.161962576,1.2386178861788617,0.003308943089431374,0.0,nan,1.6936164254396038,0.0,0.0,4735.0,22.5,0.0,1.3369503141062251,,,,,,,,,
noise,5.0,as_gamma0.01,4200009,6.4300000000001205,6.4300000000001205,0.0,15.685,-9.25499999999988,6.399999999999976,0.030000000000144134,0.08998063101192781,0.40834184790265815,2293.1221707337168,0.45499999999992724,-0.0749999999999588,-0.1516666666665982,-0.334999999999809,0.36950314106225013,4.39315257308477,3.31296402055968,18.0,-6.0,7.0,-3.0,324,324,0,1173.0,1117,927,0,0.25425246195165624,0.21002685765443152,0.8299015219337511,6.308641975308642,0.30966745680807173,0.191114763,1.3371696504688833,0.0054816709292413645,0.0,nan,1.5056613766568296,0.0,0.0,4886.0,21.5,0.0,1.3683609366076528,,,,,,,,,
noise,5.0,as_gamma0.01,4200010,1.4499999999986812,1.4499999999986812,0.0,13.685,-12.23500000000132,1.409999999999582,0.0399999999990992,0.15709440960893695,0.052743533689918035,296.19145597838303,2.0450000000000728,-0.14599999999998087,-0.4111111111111588,-1.5800000000001546,0.08338092518560822,4.624558038983183,3.451741861793261,22.0,-7.0,8.0,4.0,303,303,0,1072.0,1183,1014,1,0.22485207100591717,0.1812341504649197,0.8571428571428571,7.254125412541254,0.29466124453090603,0.165423472,1.2765858208955223,0.0013526119402972772,0.0,nan,1.6500896506404985,0.0,0.0,4673.0,15.5,0.0,1.3443746430611079,,,,,,,,,
noise,5.0,as_gamma0.01,4200011,8.290000000000617,8.290000000000617,0.0,19.965,-11.674999999999383,8.290000000000058,5.595524044110789e-13,0.10653208618007445,0.44466817716644275,2497.1196582408384,1.2200000000000557,-0.05649999999996566,-0.21000000000001584,-0.6299999999998818,0.03769274700171331,4.1188450110938675,2.8863506567675614,18.0,-5.0,6.0,0.0,442,442,0,1544.0,1359,1121,3,0.2788815305371597,0.22722590139808682,0.8248712288447387,5.617647058823529,0.2553029359484156,0.138067695,1.2930699481865284,0.005369170984456358,0.0,nan,2.033808313627602,0.0,0.0,5004.0,46.5,0.0,1.4202401372212694,,,,,,,,,
noise,5.0,as_gamma0.01,4200012,1.7599999999995362,1.7599999999995362,0.0,14.73,-12.970000000000464,1.8999999999997657,-0.1400000000002295,0.12810958465878197,0.07850421874309609,440.85553665525043,1.4750000000001364,-0.21749999999995565,-0.38500000000001616,-0.6250000000001137,-0.2067390062821245,5.368710269689201,4.233009708737864,16.0,-9.0,9.0,-11.0,334,334,0,1151.0,1145,962,1,0.25065502183406113,0.20104803493449783,0.840174672489083,6.311377245508982,0.30375672584164476,0.170685956,1.2797567332754127,0.001529105125977008,0.0,nan,1.7251149934813457,0.0,0.0,4738.0,36.0,0.0,1.338663620788121,,,,,,,,,
noise,5.0,as_gamma0.01,4200013,5.899999999999068,5.899999999999068,0.0,15.450000000000001,-9.550000000000933,5.982222222222571,-0.0822222222235034,0.09144861361812524,0.3686691834943047,2070.3326947244873,1.2649999999998727,-0.0764999999999702,-0.16277777777779395,-0.6700000000001864,0.6956025128498001,4.4674568009155085,3.3238149628783553,23.0,-6.0,9.0,-8.0,374,374,0,1262.0,1170,974,3,0.2641025641025641,0.21572649572649572,0.8324786324786325,5.740641711229946,0.2971663898630137,0.17576483399999998,1.2242472266244058,0.004675118858953302,0.0,nan,1.9098026262116763,0.0,0.0,4825.0,19.5,0.0,1.336,,,,,,,,,
noise,5.0,as_gamma0.01,4200014,3.7050000000002683,3.7050000000002683,0.0,14.120000000000001,-10.414999999999733,3.6262500000000517,0.07875000000021659,0.2236200962678386,0.0946758762954482,531.67058943831,3.3049999999997226,-0.05499999999998266,-0.42055555555555046,-2.689999999999827,-0.22672758423757852,4.634621847997264,3.7447173043974873,19.0,-8.0,7.0,-3.0,330,330,0,1079.0,1131,965,2,0.2475685234305924,0.19080459770114944,0.8532272325375774,6.357575757575757,0.3080155990744021,0.177094415,1.3086190917516218,0.0034337349397592846,0.0,nan,2.0652817944677726,0.0,0.0,4659.0,18.5,0.0,1.3451428571428572,,,,,,,,,
noise,5.0,as_gamma0.01,4200015,6.184999999999263,6.184999999999263,0.0,15.48,-9.295000000000737,6.200000000000128,-0.015000000000864766,0.08391735906657662,0.4211626478237161,2365.1198381207914,0.43000000000017735,-0.08649999999995543,-0.15055555555554495,-0.26499999999998636,-0.5031410622501428,4.337275034556818,3.3255282695602513,15.0,-8.0,6.0,-3.0,330,330,0,1195.0,1184,979,0,0.23564189189189189,0.20185810810810811,0.8268581081081081,6.554545454545455,0.29396114312098137,0.15444853749999998,1.2953974895397489,0.0051757322175726055,0.0,nan,1.492636322449211,0.0,0.0,4916.0,40.5,0.0,1.3782857142857143,,,,,,,,,
noise,5.0,as_gamma0.01,4200016,5.3599999999999,5.3599999999999,0.0,16.19,-10.830000000000101,5.360000000000211,-3.1086244689504383e-13,0.08923786041083971,0.34322395547765067,1927.4401236983758,0.5399999999999068,-0.08750000000001702,-0.1716666666666258,-0.2500000000000142,0.42033123929183325,4.1744262478903025,3.041690462592804,16.0,-6.0,8.0,0.0,360,360,0,1230.0,1184,990,2,0.2533783783783784,0.20777027027027026,0.8361486486486487,6.044444444444444,0.2937939871615905,0.15801770799999998,1.316260162601626,0.004357723577235691,0.0,nan,2.0439792137220434,0.0,0.0,4896.0,54.5,0.0,1.3735008566533409,,,,,,,,,
noise,5.0,as_gamma0.01,4200017,3.8399999999998045,3.8399999999998045,0.0,16.98,-13.140000000000196,3.88000000000029,-0.040000000000485425,0.152804988570475,0.14360039778894906,806.4156480344823,3.810000000000173,-0.15300000000001715,-0.4583333333333365,-1.3250000000002728,-0.4774414620217019,4.86310947580873,3.7224443175328386,19.0,-9.0,7.0,-7.0,389,389,0,1351.0,1274,1058,1,0.260596546310832,0.21208791208791208,0.8304552590266876,5.997429305912596,0.27253656055267295,0.15719673750000002,1.2568467801628422,0.002842339008141972,0.0,nan,1.921188416616802,0.0,0.0,4785.0,29.5,0.0,1.352974828375286,,,,,,,,,
noise,5.0,as_gamma0.01,4200018,6.370000000000459,6.370000000000459,0.0,17.51,-11.139999999999542,6.410000000000355,-0.03999999999989612,0.12618705327328136,0.2884606546851657,1619.906277155803,0.9400000000002251,-0.10950000000005387,-0.2972222222222045,-0.7949999999999591,-0.48258138206739004,5.251809877157575,3.8886350656767563,19.0,-9.0,8.0,-6.0,367,367,0,1336.0,1306,1097,0,0.24885145482388973,0.20459418070444105,0.8399693721286371,6.547683923705722,0.26661544770935586,0.146928008,1.31062874251497,0.004767964071856631,0.0,nan,2.352526390173774,0.0,0.0,4896.0,14.5,0.0,1.3746430611079383,,,,,,,,,
noise,5.0,as_gamma0.01,4200019,8.139999999999986,8.139999999999986,0.0,13.725,-5.585000000000013,8.264999999999683,-0.12499999999969624,0.08556686282162533,0.5436016254475801,3052.6994618927397,0.4149999999999636,-0.06000000000003922,-0.10833333333331849,-0.2099999999999227,-1.2450028555111365,4.375956697224358,3.488292404340377,19.0,-8.0,5.0,-10.0,298,298,0,1028.0,1080,920,0,0.23981481481481481,0.19037037037037038,0.8518518518518519,6.7114093959731544,0.3228054900890538,0.1643344885,1.3351167315175096,0.007918287937743178,0.0,nan,1.6259131871545085,0.0,0.0,4808.0,23.0,0.0,1.346087949743004,,,,,,,,,
noise,5.0,as_gamma0.01,4200020,6.11500000000035,6.11500000000035,0.0,15.47,-9.35499999999965,6.200000000000577,-0.08500000000022645,0.08112709726923255,0.4307174583961261,2418.776714273189,0.5800000000000409,-0.05500000000002388,-0.1444444444444678,-0.42000000000018645,0.3706453455168475,4.1392420180011555,3.141633352370074,17.0,-7.0,7.0,-7.0,321,321,0,1125.0,1198,1011,0,0.23121869782971619,0.18781302170283806,0.843906510851419,6.881619937694704,0.29013324237876253,0.1740405635,1.3751111111111112,0.005435555555555867,0.0,nan,1.6413560825568432,0.0,0.0,4825.0,18.0,0.0,1.3632210165619645,,,,,,,,,
noise,5.0,as_gamma0.01,4200021,4.169999999999675,4.169999999999675,0.0,16.54,-12.370000000000324,4.149999999999409,0.020000000000266027,0.18879814765588165,0.12621189203615174,708.7671501828107,3.2150000000001455,-0.11999999999996476,-0.49055555555553254,-1.9500000000000455,-0.75214163335237,4.463982995659459,3.348372358652199,20.0,-9.0,6.0,-4.0,351,351,0,1262.0,1232,1026,1,0.2418831168831169,0.20487012987012987,0.8327922077922078,6.435897435897436,0.28262614693414634,0.157262647,1.3106180665610143,0.0033042789223452257,0.0,nan,2.8783896173302055,0.0,0.0,4671.0,27.5,0.0,1.3695031410622502,,,,,,,,,
noise,5.0,as_gamma0.01,4200022,4.56000000000023,4.56000000000023,0.0,15.795,-11.23499999999977,4.560000000000453,-2.2293278334473143e-13,0.13549461177246502,0.19231128467973113,1079.9610004373105,1.0399999999999636,-0.08499999999999659,-0.33944444444438837,-0.9099999999998545,-0.4140491147915477,4.986149542454945,3.6407766990291264,18.0,-9.0,7.0,0.0,360,360,0,1282.0,1238,1040,2,0.252827140549273,0.20710823909531503,0.840064620355412,6.333333333333333,0.28080022862055015,0.15000000000000002,1.2320592823712948,0.0035569422776912866,0.0,nan,1.5809712257014423,0.0,0.0,4873.0,27.5,0.0,1.3575099942889777,,,,,,,,,
noise,5.0,as_gamma0.01,4200023,-3.825000000000955,-3.825000000000955,0.0,14.925,-18.750000000000956,-4.010000000000334,0.18499999999937877,0.3595289177422898,-0.060793838210298025,-341.3994890802018,5.920000000000073,-0.13300000000005097,-0.9183333333333145,-4.330000000000098,1.3700742432895487,4.700401084405706,3.5585379782981152,20.0,-6.0,10.0,11.0,368,368,0,1265.0,1194,1005,3,0.26800670016750416,0.211892797319933,0.8417085427135679,5.983695652173913,0.29090455014345634,0.13910421950000001,1.1798418972332017,-0.0030237154150205177,0.0,nan,1.86238573549877,0.0,0.0,4699.0,35.5,0.0,1.3203883495145632,,,,,,,,,
noise,5.0,adaptive_off,4200000,5.404999999999291,5.404999999999291,0.0,14.695,-9.29000000000071,5.803123580250081,-0.39812358025079053,0.4554597759993334,0.06781216676696261,380.81226270955966,4.0600000000004,-0.6074999999993451,-1.0822222222222737,-2.4299999999993815,7.555111364934323,31.014710974507853,27.328954882924045,50.0,-45.0,48.0,-27.0,283,283,0,995.0,1009,848,0,0.24182358771060455,0.2019484473310331,0.8404360753221011,6.561837455830389,0.33558716689473683,0.2,1.4768844221105528,0.005432160804019388,0.0,nan,1.5842179607233335,0.0,0.0,4796.0,9.0,0.0,1.3837806967447173,0.0,0.0,0.0,0.0,0.0,1.065174940475398,0.0,283.0,10.0
noise,5.0,adaptive_off,4200001,-3.25999999999749,-3.25999999999749,0.0,13.825000000000001,-17.084999999997493,-1.9347975882894197,-1.32520241170807,0.6240996773152379,-0.02984871184150227,-167.62118123123994,15.949999999999363,-0.9049999999997453,-1.6150000000001454,-4.0649999999996,28.893203883495147,16.711155664962337,30.296973158195318,50.0,-5.0,50.0,40.0,266,266,0,940.0,992,826,0,0.2439516129032258,0.19437551695616212,0.8326612903225806,6.834586466165414,0.33552368174646463,0.2,1.4707446808510638,-0.0034680851063803083,0.0,nan,1.850708346066049,0.0,0.0,4942.0,36.0,0.0,1.4071958880639635,0.0,0.0,0.0,0.0,0.0,1.0651749404753963,0.0,266.0,10.0
noise,5.0,adaptive_off,4200002,11.60999999999774,11.60999999999774,0.0,13.98,-2.3700000000022605,11.343333333332536,0.2666666666652038,0.21013418576295592,0.3157166307898277,1772.9674522756457,1.8499999999996817,-0.17000000000007276,-0.3414999999999509,-0.8399999999999181,-5.555682467161622,12.737303640553938,11.709880068532268,35.0,-23.0,17.0,-6.0,271,271,0,980.0,1016,859,0,0.23818897637795275,0.19291338582677164,0.8454724409448819,6.918819188191882,0.34196242432544377,0.2,1.426530612244898,0.011846938775507897,0.0,nan,1.450021822893839,0.0,0.0,4819.0,21.0,0.0,1.3731428571428572,0.0,0.0,0.0,0.0,0.0,1.0651749404753967,0.0,271.0,10.0
noise,5.0,adaptive_off,4200003,9.805000000000135,9.805000000000135,0.0,12.49,-2.6849999999998655,9.790000000000779,0.014999999999355751,0.3656553309034229,0.15322782602442217,860.4803226381342,4.730000000000018,-0.28699999999976167,-0.9216666666668769,-2.019999999999982,-13.583666476299257,16.3291999644763,16.953169617361507,50.0,-41.0,8.0,-1.0,238,238,0,853.0,947,815,0,0.23125659978880675,0.1812194603781602,0.8606124604012672,7.4033613445378155,0.3673663069544974,0.2,1.4642438452520516,0.011494724501758657,0.0,nan,1.3676450643086562,0.0,0.0,4698.0,25.5,0.0,1.355225585379783,0.0,0.0,0.0,0.0,0.0,1.065174940475394,0.0,238.0,10.0
noise,5.0,adaptive_off,4200004,0.5599999999999454,0.5599999999999454,0.0,15.995000000000001,-15.435000000000056,0.9307877876090429,-0.3707877876090975,0.4851641385956837,0.0065957059589403,37.03945516182309,7.994999999998527,-0.7155000000005202,-1.3299999999998766,-3.5,-23.436893203883496,15.308604925041866,24.3917761279269,50.0,-47.0,4.0,-24.0,319,319,0,1076.0,1028,859,0,0.2616731517509728,0.2110217689743087,0.835603112840467,5.915360501567398,0.32899254484795326,0.2,1.4865241635687731,0.0005204460966542244,0.0,nan,1.700499924728459,0.0,0.0,4991.0,32.0,0.0,1.4563106796116505,0.0,0.0,0.0,0.0,0.0,1.065174940475401,0.0,319.0,10.0
noise,5.0,adaptive_off,4200005,-2.5950000000005957,-2.5950000000005957,0.0,15.745000000000001,-18.340000000000597,-2.5914420918353964,-0.003557908165199297,0.5206287360376428,-0.028482045653935414,-159.94640444605784,13.700000000000728,-0.8249999999996817,-1.6066666666666203,-3.619999999999891,19.497430039977157,18.625218536315668,20.928612221587663,50.0,-5.0,50.0,-3.0,304,304,0,1031.0,1089,925,0,0.24242424242424243,0.19307116104868913,0.8494031221303948,6.625,0.310038023324747,0.2,1.5271580989330746,-0.0025169738118337496,0.0,nan,1.632372998198951,0.0,0.0,4938.0,37.0,0.0,1.4203312392918332,0.0,0.0,0.0,0.0,0.0,1.0651749404753996,0.0,304.0,10.0
noise,5.0,adaptive_off,4200006,9.64000000000442,9.64000000000442,0.0,16.105,-6.46499999999558,10.000740599916478,-0.36074059991205765,0.535470432951143,0.10287349384007095,577.70588715595,5.2699999999979354,-0.594999999999959,-1.3994444444443717,-2.655000000000655,-14.220445459737293,26.936553286243356,27.424328954882924,50.0,-47.5,35.5,-31.0,310,310,0,1081.0,1085,910,0,0.2488479262672811,0.20100409074005207,0.8387096774193549,6.435483870967742,0.31299118437303786,0.191677812,1.4898242368177614,0.008917668825165976,0.0,nan,2.061457606425178,0.0,0.0,4913.0,22.0,0.0,1.4082332761578045,0.0,0.0,0.0,0.0,0.0,1.0651749404754,0.0,309.0,10.0
noise,5.0,adaptive_off,4200007,5.209999999996853,5.209999999996853,0.0,14.75,-9.540000000003147,5.487235302783338,-0.2772353027864849,0.3921363595311352,0.07592111225545962,426.3496054444545,4.020000000000437,-0.6480000000002292,-0.9883333333332808,-1.8299999999999272,17.302113078241007,17.90860071429474,19.757852655625356,50.0,-9.0,43.0,25.0,285,285,0,977.0,989,838,0,0.2568250758341759,0.19914390542193233,0.8473205257836198,6.410526315789474,0.3490478636828774,0.190705449,1.5097236438075743,0.00533265097236116,0.0,nan,1.6120437941374663,0.0,0.0,4765.0,20.0,0.0,1.3883495145631068,0.0,0.0,0.0,0.0,0.0,1.065174940475398,0.0,284.0,10.0
noise,5.0,adaptive_off,4200008,9.590000000004693,9.590000000004693,0.0,14.315,-4.7249999999953065,8.667527604875598,0.9224723951290947,0.513167244365449,0.10678779793864109,599.6874145392633,5.784999999996671,-0.5364999999998872,-1.0294444444443798,-3.274999999999636,-16.332381496287834,23.70835257260859,22.97886921758995,50.0,-50.0,26.0,44.0,282,282,0,960.0,943,783,0,0.26193001060445387,0.20765736534717716,0.8303287380699894,6.120567375886525,0.3523645224952178,0.191660631,1.4911458333333334,0.009989583333338221,0.0,nan,1.471908820977389,0.0,0.0,4741.0,22.0,0.0,1.3683609366076528,0.0,0.0,0.0,0.0,0.0,1.0651749404753976,0.0,281.0,10.0
noise,5.0,adaptive_off,4200009,6.009999999999081,6.009999999999081,0.0,14.41,-8.400000000000919,6.089723771963563,-0.07972377196448122,0.3241997169740294,0.10593117558336114,594.8768869753413,2.5399999999999636,-0.44099999999993994,-0.5777777777777575,-0.7799999999992906,20.436893203883496,11.402424840026583,20.99200456881782,43.0,-3.0,38.0,11.0,268,268,0,955.0,1005,854,0,0.23681592039800994,0.1900497512437811,0.8497512437810946,6.936567164179104,0.34461996560618147,0.2,1.5089005235602093,0.006293193717276525,0.0,nan,1.662375195829199,0.0,0.0,4879.0,21.5,0.0,1.3957738435179896,0.0,0.0,0.0,0.0,0.0,1.0651749404753965,0.0,266.0,10.0
noise,5.0,adaptive_off,4200010,10.034999999998035,10.034999999998035,0.0,13.69,-3.655000000001964,10.069969642234575,-0.034969642236539755,0.33413844804671,0.17161406440371635,963.7317799171475,2.0900000000006003,-0.2714999999998781,-0.6200000000000045,-1.4200000000000728,-0.061107938320959454,20.180743283085373,16.14677327241576,50.0,-30.0,41.0,31.0,247,247,0,895.0,997,856,0,0.22166499498495487,0.17961067629941802,0.8585757271815446,7.502024291497976,0.3443568516331658,0.197292495,1.529608938547486,0.011212290502791102,0.0,nan,1.5358995959876491,0.0,0.0,4654.0,16.5,0.0,1.3706453455168475,0.0,0.0,0.0,0.0,0.0,1.0651749404753947,0.0,245.0,10.0
noise,5.0,adaptive_off,4200011,5.290000000002692,5.290000000002692,0.0,19.11,-13.819999999997307,6.995432563317644,-1.705432563314952,0.48207490270978803,0.06270513411643956,352.1327387819334,4.530000000000882,-0.6334999999996398,-1.1933333333334606,-1.6749999999997272,10.688178183894918,25.603528825982046,25.679611650485437,50.0,-37.0,40.0,28.0,370,370,0,1258.0,1161,963,0,0.2747631352282515,0.21704623878536922,0.8294573643410853,5.7405405405405405,0.29945424843572044,0.159742612,1.5190779014308426,0.004205087440383698,0.0,nan,1.927341726084188,0.0,0.0,4990.0,32.5,0.0,1.4614065180102915,0.0,0.0,0.0,0.0,0.0,1.0651749404754047,0.0,370.0,10.0
noise,5.0,adaptive_off,4200012,9.530000000000086,9.530000000000086,0.0,14.955,-5.424999999999914,9.209537547438721,0.3204624525613653,0.39562494886471417,0.13764840416008553,772.9910832476119,6.335000000000491,-0.5145000000001344,-1.0511111111111404,-1.8699999999998909,21.497430039977157,15.278599465238218,22.182752712735578,50.0,-2.0,50.0,5.0,289,289,0,1009.0,943,781,0,0.2682926829268293,0.21445270988310308,0.8282078472958643,5.965397923875432,0.3564044699872477,0.196400834,1.4821605550049555,0.009444995044598697,0.0,nan,1.6135519893111083,0.0,0.0,4755.0,26.5,0.0,1.3788571428571428,0.0,0.0,0.0,0.0,0.0,1.065174940475398,0.0,289.0,10.0
noise,5.0,adaptive_off,4200013,8.665000000007183,8.665000000007183,0.0,14.13,-5.464999999992818,8.453423686959502,0.2115763130476811,0.3645201042521634,0.13583416973916573,762.802900980995,2.7700000000004366,-0.49349999999972166,-0.8766666666668042,-1.7550000000001091,14.84808680753855,20.101961556487634,20.455168475157052,50.0,-18.0,47.0,3.0,289,289,0,985.0,995,842,0,0.25125628140703515,0.20065186392340598,0.8462311557788945,6.356401384083045,0.3457767879959718,0.198321824,1.434517766497462,0.008796954314728104,0.0,nan,1.6778897026021664,0.0,0.0,4813.0,14.5,0.0,1.3554285714285714,0.0,0.0,0.0,0.0,0.0,1.065174940475398,0.0,289.0,10.0
noise,5.0,adaptive_off,4200014,11.5699999999988,11.5699999999988,0.0,14.395,-2.8250000000012,11.380791384922341,0.18920861507645803,0.2942012146130577,0.22472472046464645,1261.9848821673102,1.7899999999999636,-0.2999999999999545,-0.5210000000000263,-1.194999999999709,2.6693318103940604,19.630416484437987,16.53569388920617,41.0,-26.0,36.0,6.0,275,275,0,976.0,994,840,0,0.24748490945674045,0.19637826961770624,0.8450704225352113,6.669090909090909,0.35044121591129035,0.2,1.4748975409836065,0.011854508196720081,0.0,nan,1.4718554258387362,0.0,0.0,4658.0,11.0,0.0,1.3742857142857143,0.0,0.0,0.0,0.0,0.0,1.065174940475397,0.0,274.0,10.0
noise,5.0,adaptive_off,4200015,5.460000000007767,5.460000000007767,0.0,15.025,-9.564999999992233,5.341286402026709,0.11871359798105807,0.45310739383152926,0.06885784788505331,386.68448611190615,6.904999999997926,-0.5280000000001565,-1.1333333333331614,-2.074999999999818,-29.927470017133068,14.398778992989785,29.953740719588808,50.0,-49.5,-5.0,-26.0,281,281,0,994.0,1064,899,0,0.23308270676691728,0.1917808219178082,0.8449248120300752,6.98576512455516,0.3191534052363465,0.1992382125,1.511569416498994,0.005492957746486687,0.0,nan,1.4956931888789107,0.0,0.0,4907.0,29.5,0.0,1.4302857142857144,0.0,0.0,0.0,0.0,0.0,1.0651749404753976,0.0,281.0,10.0
noise,5.0,adaptive_off,4200016,-15.18999999999869,-15.18999999999869,0.0,15.41,-30.59999999999869,-12.577163644031256,-2.612836355967435,0.9437858100079949,-0.09197002018843368,-516.4753341352352,17.980000000000473,-0.9864999999999327,-2.6061111111110526,-9.400000000000546,32.86464877213021,12.624727165888869,32.879497430039976,50.0,4.0,48.0,40.0,299,299,0,1010.0,990,834,0,0.2676767676767677,0.20734962020119072,0.8424242424242424,6.1003344481605355,0.3451394534615385,0.2,1.5257425742574258,-0.015039603960394743,0.0,nan,2.1410003466251477,0.0,0.0,4895.0,58.5,0.0,1.4151913192461452,0.0,0.0,0.0,0.0,0.0,1.0651749404753994,0.0,297.0,10.0
