env,step,versus,d_pnl_net_A_0bps,d_pnl_net_A_0bps_lo,d_pnl_net_A_0bps_hi,d_pnl_net_A_0bps_p,d_pnl_net_B_0.5/2bps,d_pnl_net_B_0.5/2bps_lo,d_pnl_net_B_0.5/2bps_hi,d_pnl_net_B_0.5/2bps_p,d_pnl_net_C_1/4bps,d_pnl_net_C_1/4bps_lo,d_pnl_net_C_1/4bps_hi,d_pnl_net_C_1/4bps_p,d_sharpe_1s,d_sharpe_1s_lo,d_sharpe_1s_hi,d_sharpe_1s_p,d_inv_abs_mean,d_inv_abs_mean_lo,d_inv_abs_mean_hi,d_inv_abs_mean_p,d_n_fills,d_n_fills_lo,d_n_fills_hi,d_n_fills_p,d_adverse_cost_500ms,d_adverse_cost_500ms_lo,d_adverse_cost_500ms_hi,d_adverse_cost_500ms_p,d_eff_half_spread_ticks,d_eff_half_spread_ticks_lo,d_eff_half_spread_ticks_hi,d_eff_half_spread_ticks_p,d_fill_rate_orders,d_fill_rate_orders_lo,d_fill_rate_orders_hi,d_fill_rate_orders_p,d_n_cancels,d_n_cancels_lo,d_n_cancels_hi,d_n_cancels_p,d_quote_surv_250ms,d_quote_surv_250ms_lo,d_quote_surv_250ms_hi,d_quote_surv_250ms_p,d_max_drawdown,d_max_drawdown_lo,d_max_drawdown_hi,d_max_drawdown_p,d_pnl_vol_1s,d_pnl_vol_1s_lo,d_pnl_vol_1s_hi,d_pnl_vol_1s_p,primary_p_holm
informed,L4_queue,L3_adverse,1.4083750000000932,-0.24191250000016407,3.111756249999751,0.0935,1.836126750000093,0.23718711281251065,3.4433996478126128,0.02,2.2638785000000934,0.716041643749923,3.804615650625111,0.006,0.02616988763339372,-0.008935679767461102,0.06337315775568995,0.1475,0.02090234151913197,-0.37964091947458595,0.4109412478583668,0.8925,-12.925,-21.700625,-3.15,0.0085,-0.07447317872016843,-0.15707849740535046,0.00791788091824547,0.08,0.20057443063528937,0.15630969948915913,0.24546090631959103,0.00025,0.10654692579566064,0.10177719185312341,0.1116828550022335,0.00025,-980.325,-997.825,-962.12375,0.00025,0.15958347423548194,0.1540062827348091,0.16506458174371366,0.00025,-0.48637499999990685,-1.3979031249998113,0.44192500000018253,0.3075,-0.006230386487697294,-0.03753697001954815,0.024988982164157684,0.6815,0.16
informed,L5_latency(full),L4_queue,0.4438749999997501,-1.597765625000088,2.397534374999685,0.67,1.1793589249997498,-0.7268020234374434,3.007887846874751,0.2285,1.9148428499997503,0.13071642312474802,3.62806828312468,0.0375,0.004173716627391499,-0.03248721020562874,0.04120553266151624,0.8345,0.010593946316390523,-0.30709130496858944,0.343187821245003,0.9595,-50.325,-63.075625,-38.073125,0.00025,0.13088366551330136,0.02345405550886187,0.23256548464191162,0.017,0.2364923667795699,0.19069582199178456,0.2800904688623045,0.00025,-0.03535084625542222,-0.04232962194171882,-0.0282689491312022,0.00025,52.65,35.549375,69.700625,0.00025,-0.005524731396037855,-0.013323180019120156,0.00230218076884983,0.1835,-0.05212499999993838,-0.7745562499998452,0.6599093750000289,0.9125,-0.009014392167969964,-0.036827029082529196,0.017068171595362582,0.5255,0.6855
informed,L1_inventory,AS_gamma0.01,5.568874999999842,4.259540625000011,7.0423468749998275,0.00025,5.831423862499842,4.430234887187276,7.4072264971872634,0.00025,6.093972724999844,4.585362065000047,7.74354110437509,0.00025,0.13747185388651284,0.10112586594150298,0.17586168448224798,0.00025,0.9002284408909194,0.7976277841233581,0.9931753283837808,0.00025,-18.65,-32.05,-5.6,0.007,-0.16286244439151276,-0.2269033565065824,-0.09708367666296427,0.00025,0.10559758480432983,0.08909681994427755,0.12189871305381789,0.00025,0.01024996852023547,0.0071479833753627965,0.013413525248073205,0.00025,-179.525,-203.60125,-154.575,0.00025,0.021591388731529357,0.017647535617771236,0.025396436044763618,0.00025,-1.710124999999848,-2.742453124999894,-0.8806874999998153,0.00025,-0.04551827063325205,-0.09753718819248694,-0.006586942039208431,0.0175,
informed,L5_latency(full),AS_gamma0.01,5.864374999999571,3.8531031249997922,7.844787499999475,0.00025,11.646430962499572,9.598714733124456,13.708811132187009,0.00025,17.42848692499957,15.264666996249778,19.58775720624948,0.00025,0.04361551430281054,-0.0026460428144535666,0.08824015441248634,0.0605,4.008023986293546,3.6538021130782408,4.362263706453454,0.00025,-336.25,-349.35062500000004,-323.074375,0.00025,0.17465912357911434,0.06738103828027657,0.27908021820862244,0.001,1.3434945564354268,1.2847875126154922,1.398374593560488,0.00025,-0.01031048611829891,-0.015847266849753818,-0.004622160138944609,0.001,-1047.525,-1077.9256249999999,-1016.6724999999999,0.00025,0.18261507393628212,0.1752570940708426,0.18983321199517222,0.00025,0.11087500000017556,-1.0204593749998139,1.1235437500002527,0.812,0.08094455728196366,0.029463837267782973,0.1232869522089965,0.004,
informed_jump,L1_inventory,L0_symmetric,8.290375000000724,4.237312500000756,12.726353125001092,0.00025,7.355845337500725,3.435149764062954,11.649790443750383,0.00025,6.4213156750007245,2.582570651875991,10.60681077250038,0.00025,0.20575382388081304,0.17608886806334215,0.23510893001070957,0.00025,-22.73450885208452,-24.163516918903483,-21.324164762992574,0.00025,26.475,13.549375000000001,39.975625,0.00025,0.10423615181352133,0.057565384659957364,0.1540819268435465,0.00025,-0.08085233339337985,-0.09705733317362081,-0.06478444140540494,0.00025,-0.009902860444747055,-0.01337880852084007,-0.006485365731978147,0.00025,224.6,202.424375,246.10125,0.00025,-0.01462304972253187,-0.018457392455566973,-0.010734003001987473,0.00025,-15.729250000000468,-18.461406250001023,-13.261696875000071,0.00025,-0.7823777408233193,-0.8437585818016654,-0.7209588924870275,0.00025,0.00375
informed_jump,L2_obi,L1_inventory,1.0556249999999756,-0.08125937499984684,2.1596312500000137,0.067,1.0396713624999758,-0.08781209499999902,2.1805138940623223,0.0735,1.023717724999976,-0.13584723500008494,2.192070966874785,0.088,0.039514826170902385,0.005957980206685728,0.07429500771325188,0.022,-0.16720445459737293,-0.2669228298115362,-0.06555896630496859,0.002,3.05,-8.025,14.125625000000003,0.5855,-0.04548176051911716,-0.10199182300486086,0.01353280127584217,0.1215,-0.010271370766499522,-0.02338983834973957,0.0035185161930546683,0.149,-0.0018479696723883651,-0.0045439461854142205,0.000980301923266618,0.1955,40.825,23.074375,58.676875,0.00025,-0.0011958493653616523,-0.0046807944421033846,0.0020537611910544282,0.4875,-0.16149999999999345,-0.6230374999999254,0.30349999999991173,0.506,-0.010263892487547267,-0.02523295374806819,0.0038600889790909153,0.167,0.44099999999999995
informed_jump,L3_adverse,L2_obi,-3.0203749999999205,-4.78676562499999,-1.2528781249998198,0.0015,1.2398116125000795,-0.4092600946874609,2.9051503490627613,0.142,5.49999822500008,3.9333534881253005,7.093552291875229,0.00025,-0.1394882799064554,-0.17491427232227277,-0.10318043686654335,0.00025,3.2866790405482584,2.8980193460879495,3.6711422044545974,0.00025,-239.2,-253.65125,-225.325,0.00025,0.2699596419752564,0.18857270263952464,0.35481549299668,0.00025,0.7416005370812496,0.7031619189835142,0.7822740731763893,0.00025,-0.08505127345055324,-0.08880774699230043,-0.08116917379525349,0.00025,9.575,-11.600624999999999,30.350625000000004,0.3765,0.007893562044512723,0.0036168769500768,0.012296777484753232,0.0005,2.8417499999999163,1.8643406249999055,4.038562499999886,0.00025,0.14678313540719112,0.12190343208978213,0.17471866513130607,0.00025,0.568
informed_jump,L4_queue,L3_adverse,1.6911249999999332,-0.30318750000006445,3.6939312499997587,0.0955,2.441471012499933,0.4893164796876702,4.3438495781249316,0.014,3.1918170249999327,1.309323969999847,5.029365486249913,0.001,0.022890657637079554,-0.012873101529425118,0.0562435918159246,0.1915,0.1292832667047403,-0.307275485436893,0.5731921045117079,0.5315,-34.475,-45.9,-23.449374999999996,0.00025,-0.03826070935251154,-0.13918805500540382,0.0610520095123994,0.4645,0.2711059974849044,0.2200669875799776,0.3225173199850774,0.00025,0.13003767131365582,0.12370446898176433,0.1366699211259119,0.00025,-1136.15,-1156.000625,-1116.799375,0.00025,0.19129596960614664,0.18528154316209375,0.19735937759423722,0.00025,-0.3787499999998971,-1.4441499999999652,0.6382499999999447,0.489,0.007853124183048664,-0.02337844404998725,0.04048954330609855,0.6255,0.126
informed_jump,L5_latency(full),L4_queue,1.0617499999996234,-0.8387062500004171,2.852128124999603,0.268,1.5948795749996236,-0.2876265428128389,3.365838621249492,0.094,2.128009149999624,0.2731539124994594,3.908734133124577,0.02,0.01820918328441239,-0.015276650453619178,0.05140557114963903,0.2905,-0.17684180468303834,-0.6979940034266134,0.3289088378069672,0.5075,-35.375,-45.775,-24.45,0.00025,0.13733978183055703,0.02781295597715412,0.24976835638505238,0.0145,0.31167174239263706,0.2516198331145326,0.3713644572285479,0.00025,-0.04637227199116578,-0.05328557450741352,-0.03942537082562675,0.00025,114.2,100.098125,128.100625,0.00025,-0.017063052688031217,-0.02420230937192009,-0.009925271065728308,0.00025,-0.018499999999823304,-1.0355343749998083,1.0773906250003225,0.9525,-0.0008593622559263534,-0.03395726291505034,0.030239667832642772,0.9835,0.47
informed_jump,L1_inventory,AS_gamma0.01,6.864999999999848,5.539481249999834,8.281896875000001,0.00025,7.37466258749985,5.9288436556247595,8.897527212499792,0.00025,7.884325174999849,6.311713248125023,9.545674471249745,0.00025,0.14672256150919907,0.11588937149896682,0.17737632270736192,0.00025,1.101527698458024,0.9853216019417477,1.226920688178184,0.00025,-40.3,-52.200625,-28.074374999999996,0.00025,-0.23324952176601385,-0.322085604790848,-0.15012017346516826,0.00025,0.17570504564146922,0.15618638029688317,0.1942102028077186,0.00025,0.005751674334935364,0.00285399066662025,0.008653552646629935,0.0005,-178.825,-200.9525,-156.274375,0.00025,0.019328664552413118,0.015825959806671817,0.02284861369833915,0.00025,-2.019374999999942,-3.1211906250000134,-0.9906187499997995,0.00025,-0.03681323783898684,-0.07790119121205666,-0.0009623033508682473,0.0415,
informed_jump,L5_latency(full),AS_gamma0.01,7.653124999999461,5.547796874999601,9.703693749999193,0.00025,13.690496149999461,11.555370839999469,15.783252415937042,0.00025,19.727867299999463,17.49105047124961,21.91702977124933,0.00025,0.087848948695138,0.04980955652566035,0.12543439220631955,0.00025,4.173443746430611,3.8052816247858368,4.548174971444889,0.00025,-346.3,-362.403125,-330.821875,0.00025,0.09030743216817085,-0.048526914515563666,0.2282143440136321,0.2035,1.489811951833761,1.4284463810669168,1.5453237908798838,0.00025,0.0025178305344837983,-0.0042583076510077505,0.009203951673856823,0.4825,-1150.375,-1174.67625,-1124.924375,0.00025,0.20025929414967963,0.1942644358294094,0.20625977895122172,0.00025,0.26362500000026046,-1.2416718749996556,1.7034843750002422,0.722,0.10669976700777935,0.06279343131335718,0.14788359142937388,0.00025,
