env,arm,n,pnl_net_A_0bps_mean,pnl_net_A_0bps_ci_lo,pnl_net_A_0bps_ci_hi,pnl_net_A_0bps_std,pnl_net_B_0.5/2bps_mean,pnl_net_B_0.5/2bps_ci_lo,pnl_net_B_0.5/2bps_ci_hi,pnl_net_B_0.5/2bps_std,pnl_net_C_1/4bps_mean,pnl_net_C_1/4bps_ci_lo,pnl_net_C_1/4bps_ci_hi,pnl_net_C_1/4bps_std,sharpe_1s_mean,sharpe_1s_ci_lo,sharpe_1s_ci_hi,sharpe_1s_std,inv_abs_mean_mean,inv_abs_mean_ci_lo,inv_abs_mean_ci_hi,inv_abs_mean_std,n_fills_mean,n_fills_ci_lo,n_fills_ci_hi,n_fills_std,adverse_cost_500ms_mean,adverse_cost_500ms_ci_lo,adverse_cost_500ms_ci_hi,adverse_cost_500ms_std,eff_half_spread_ticks_mean,eff_half_spread_ticks_ci_lo,eff_half_spread_ticks_ci_hi,eff_half_spread_ticks_std,fill_rate_orders_mean,fill_rate_orders_ci_lo,fill_rate_orders_ci_hi,fill_rate_orders_std,n_cancels_mean,n_cancels_ci_lo,n_cancels_ci_hi,n_cancels_std,quote_surv_250ms_mean,quote_surv_250ms_ci_lo,quote_surv_250ms_ci_hi,quote_surv_250ms_std,max_drawdown_mean,max_drawdown_ci_lo,max_drawdown_ci_hi,max_drawdown_std,pnl_vol_1s_mean,pnl_vol_1s_ci_lo,pnl_vol_1s_ci_hi,pnl_vol_1s_std
noise,full-latency,40,6.211000000000027,5.332337499999993,6.995393750000022,2.7418195811148354,2.486480587500027,1.6862872306249501,3.1732352874999985,2.4439342438399128,-1.2380388249999728,-1.9610720293750568,-0.6124803875001111,2.199165224697742,0.3237895828479066,0.27680922898490873,0.3678950247293486,0.14981955516946738,4.662549971444889,4.3946294974300395,4.976233580810965,0.9427261701026648,212.725,204.649375,220.625625,25.900190574489443,0.7185071476129913,0.6443162735871457,0.8038453341633038,0.2673187291758978,1.6585640286740024,1.6290100733046813,1.689995258397879,0.10101074329229566,0.2468526512228136,0.23961498373912413,0.25395494010396363,0.023426876828864757,612.275,600.675,623.475,37.37542556142252,0.4875637054284138,0.47954496379542966,0.49584022027356717,0.02642838911152884,1.2307500000000111,0.8934843749999825,1.686400000000027,1.3101421678581733,0.1257848257603324,0.11366034586281558,0.14164265422663147,0.04649786389675457
noise,AS_gamma0.01,40,5.454874999999911,4.814974999999924,6.039518750000031,2.0203479287503434,-0.3195355125000895,-0.9815156878125795,0.2762526524999986,2.0451686924888253,-6.09394602500009,-6.805624580625048,-5.4425755131251154,2.216587622496903,0.29740643645823844,0.2542493503117798,0.34192402172920067,0.1423734200271829,3.7679611650485443,3.6685729583095372,3.868419831524843,0.32875090690159775,334.25,324.6,344.075,31.22847976956209,0.7374928718851735,0.6935955409472758,0.7860260206360493,0.15405600250222978,1.2972933659263575,1.289165556005373,1.305495338354568,0.026423731772555144,0.2383803568520621,0.23474290518280297,0.2417313122633826,0.011279080663660165,1010.325,989.123125,1030.2762500000001,67.2722701663422,0.3460583632742063,0.339403134890489,0.3528655556521531,0.022066292336199098,1.2325000000000252,0.9922437499999848,1.5048906250000589,0.8569579470879692,0.11933972747773187,0.1078312909752148,0.13401704741615098,0.04232487430809197
informed,L0_symmetric,40,8.607249999999807,5.329740625001291,11.599775000000456,10.20314751273643,-0.4876700625001936,-3.668772749063062,2.5187766087497594,10.173952786939317,-9.582590125000195,-12.766894020000267,-6.540001887501466,10.208087871004869,0.06290419048003455,0.04047394201165123,0.08415809866605949,0.07212992270404246,25.726641918903482,24.353515848086808,27.11891062250143,4.497580384576761,536.2,521.69875,551.275625,47.753748678198164,1.1050849560674205,1.0611014185713648,1.1524666124742906,0.14693896659687875,2.027640949626894,2.0160502068792474,2.0391715230432355,0.03758120158181641,0.23618465747990586,0.23229678160734565,0.24001436230720136,0.012519689588111949,1605.275,1585.099375,1625.17625,65.41700065242195,0.19501971838260918,0.190247325804477,0.19958650749165568,0.014975314918318125,12.826000000000118,11.135371874999867,14.628190624999329,5.745654902307819,0.8786388272152401,0.8382111862194925,0.9187483336260481,0.13039967249439485
informed,L1_inventory,40,11.717875000000122,10.793362500000073,12.632900000000259,3.0282987708468654,1.9348814125001208,1.0565794203126002,2.8155915087499945,2.9058088912103712,-7.848112174999879,-8.771217523124866,-6.911886213124966,3.0716193805247123,0.3196859088912306,0.287905209395811,0.352496963526368,0.10710074775240963,3.814463163906339,3.7296544831524843,3.897902270131353,0.2728823229213724,554.6,537.9462500000001,571.35,53.11323172821802,1.213109112416588,1.1698998667394351,1.2563816867386712,0.14034477422958205,1.9494194449055555,1.9380963012331918,1.9608950615926288,0.037104241273561475,0.22558900289001532,0.2220915336814166,0.22894387205967717,0.011018859847592483,1807.65,1780.3225,1834.380625,87.05569982370407,0.18185698684551482,0.1767552350487263,0.18720963956212155,0.017075103631627567,1.8926250000000713,1.6251187500000166,2.2082718750000625,0.9610664399109186,0.21688880198134886,0.20747430813843995,0.22754906162281646,0.03253177336766266
informed,L2_obi,40,12.651124999999997,11.683862499999972,13.605546875000057,3.171357690226543,2.7031941124999967,1.7543074937500547,3.6105263146876165,2.9865146969369847,-7.244736775000004,-8.23196082000001,-6.291551173125114,3.147055480182135,0.34604046352360235,0.30956970267142625,0.38147830212474265,0.11596877101224325,3.648529411764706,3.571314962878355,3.726956382067391,0.2501426714966413,562.45,545.64875,579.95,55.423752197882706,1.2027848630694868,1.1479377032656075,1.25887924951968,0.179004454567109,1.9531112583863703,1.9414070737439375,1.9643078947242092,0.0375691055728649,0.2234654383585169,0.219708245925011,0.2273346249060441,0.012467902532566731,1869.65,1845.825,1894.7762500000001,79.98607250560434,0.17681531912438303,0.1720916843427925,0.18121398290178944,0.014756213111023639,1.8303749999999628,1.543996874999993,2.155265624999985,0.9938254164255399,0.21906272290946815,0.2073032228313253,0.2316544036448334,0.038203877044842446
informed,L3_adverse,40,9.295499999999999,7.488009374999854,11.010568749999935,5.776096721258715,3.334476624999997,1.613918428125012,4.9291652993750175,5.472014868597482,-2.6265467500000037,-4.316995371874916,-1.114273308750033,5.2483536447776915,0.16567635525784974,0.13265928732377016,0.1977663681656326,0.10814881420638464,6.8337949743004005,6.443467304397487,7.231955668189606,1.3007795504841377,337.375,324.84812500000004,350.275,41.357532721627784,1.4512513197103192,1.3712013144065895,1.5324149534959504,0.2612520904526785,2.6702652469753994,2.630013547329946,2.710575379279119,0.1304638949531182,0.14299053868338757,0.13922851439583353,0.14657171542037936,0.01189101819175739,1884.75,1861.9737499999999,1908.55,76.66502227890918,0.18298073587724567,0.17869820301986497,0.18733370330646304,0.014324625212221114,4.071875000000043,3.4172499999999695,4.811787500000117,2.269353428616935,0.3532450072939553,0.3297545988808904,0.3773696307634602,0.07980877240298971
informed,L4_queue,40,10.008249999999649,8.32723749999956,11.62425312499973,5.351136777142881,5.030793049999648,3.4434378284372853,6.542426877499494,5.057454022841599,0.053336099999648036,-1.456981779375255,1.4809762999995373,4.838383381685306,0.1715365512162546,0.13956192114995272,0.20321247862185118,0.10416324563804026,7.129126213592232,6.742084166190749,7.509891133637921,1.2272299929599229,292.075,279.675,304.42625000000004,39.9187556329359,1.4134045135097708,1.302311229670575,1.5251351669288677,0.3621240603457184,2.965249304157696,2.9184091980155342,3.010370918475351,0.15320561395307097,0.2623272135093625,0.2540569017278823,0.27065776364872346,0.026425597572727482,755.075,736.35,773.90125,60.75861762239671,0.38219105662056296,0.3752210082689266,0.3891427606859568,0.022364058727931006,4.451750000000113,3.639434374999984,5.325596875000177,2.7351994606873244,0.363240400576849,0.3403817155283261,0.3863919272160425,0.07482695527744405
informed,L5_latency(full),40,11.242374999999818,9.421853124999831,12.993253124999676,5.79551130324364,6.668480174999819,4.959819426249845,8.304236912812401,5.529870290865338,2.094585349999817,0.42885391624971264,3.6556733568747624,5.308194444522767,0.19323665088147843,0.16019007737527838,0.2251317371910838,0.10676285687139861,7.081467732724159,6.71125,7.472175185608224,1.2688113075623353,262.95,253.47375,272.5,30.256128855710102,1.527054535514027,1.4327976091923424,1.6277629426286742,0.31026757778408665,3.2598441026159066,3.21518789227191,3.3071200573915527,0.15016269621432352,0.21842921484056851,0.21243963555457285,0.22429330764525424,0.018953892797933067,877.45,856.649375,897.550625,65.93312462698036,0.35193454438632055,0.34543183093063223,0.3585957232132459,0.022032176809820336,3.6631250000000626,3.137121875000125,4.251259375000049,1.8515802978426514,0.35591958851481886,0.33626069102080736,0.3767718435746345,0.0662658879779512
informed,full-inventory,40,8.594000000000468,4.845650000000219,12.47050937500016,12.435785944252613,4.389465587500467,0.6761301406255819,8.250139381250825,12.367849788067248,0.18493117500046824,-3.512597836249061,4.049056606875465,12.321401299300474,0.05092478345651223,0.028951731910875633,0.07421543619505763,0.07418421620154139,26.895302684180468,25.351420973729297,28.46236115077099,5.140503954603293,247.175,238.22437499999998,256.90125,30.627528676347897,1.4444415453376827,1.331046993461265,1.5684593254259063,0.38543325600566447,3.279040521684466,3.225358308962357,3.337461252010186,0.18634352794189804,0.22791583399799356,0.22058175355421047,0.23524130580959732,0.023317097399702804,789.375,768.399375,809.5762500000001,65.95751837940259,0.3648662558023867,0.3579266998114352,0.3719188542183287,0.022627300019322363,14.849249999999746,13.170124999999647,16.58333749999982,5.753954554288651,1.0507246049592944,0.9888348209320242,1.1189807991044673,0.21296105945147814
informed,full-obi,40,11.143874999999994,9.280156250000067,12.895290625000033,5.8920218208880675,6.493436187499992,4.734265806249866,8.17222158531265,5.647987238644702,1.8429973749999928,0.14648152937497938,3.4664244793748957,5.453181344472784,0.18756717235481632,0.15367731269414342,0.220388133006809,0.11044103901906373,7.068989149057681,6.718792475728155,7.4314837949743,1.1934988481844835,269.125,259.05,279.150625,33.15788764111057,1.461579368517499,1.3567444104582842,1.5708639338379193,0.34694880023725716,3.1589448496906165,3.1085383908742914,3.2103278950491636,0.1685238143753536,0.22077739097818044,0.21411177157367833,0.2270460830977169,0.02087941737640119,887.1,863.5487499999999,910.875,74.8522647517197,0.34994870199499223,0.34223731108157257,0.3582178473434661,0.025584096114450738,4.113249999999942,3.434862499999921,4.863296874999937,2.330084611097225,0.3627559906408721,0.3433387303188209,0.3822929142408169,0.06388059790132526
informed,full-adverse,40,13.4233750000002,11.907093750000298,14.838125000000165,4.738378818765728,7.1722154500002,5.795180952812711,8.455196110625263,4.29239491696304,0.9210559000001997,-0.33928662437467016,2.078669670000218,3.9289043681954725,0.26418215764511255,0.23236828116730415,0.29612301962988363,0.10495431600921719,5.312864077669903,5.133748572244432,5.496397772701314,0.6061276536258828,363.625,352.64875,375.35062500000004,37.09080161040691,1.2969273182378174,1.2262885828241794,1.3762766237609614,0.241027033908456,2.676984112123071,2.648573438965748,2.7067475915123977,0.09685473343502542,0.3281132915648018,0.3221488326448567,0.3340899053758896,0.019599322242335928,713.6,699.0231249999999,727.276875,46.422695598884246,0.3826974653587934,0.376119753280942,0.3895336798615725,0.021516024344268293,2.6740000000000004,2.2633656250000125,3.147012500000057,1.4582788414726935,0.30318892360547034,0.28913586039994604,0.31852438215640744,0.04926300681217715
informed,full-queue,40,10.105375000000018,8.312465624999799,11.675546875000077,5.530262592585522,5.302857912500018,3.598963304374946,6.792777622812404,5.222651057981446,0.500340825000017,-1.1217236525000092,1.9190217206251077,4.987434903129817,0.18377633859510425,0.15216326803301955,0.21382722881829797,0.10045736162759553,6.52407195888064,6.17087771273558,6.893504426042263,1.1508384416439552,271.1,259.69874999999996,282.551875,37.841640339574916,1.5903973403493366,1.4820645917279758,1.7178444602627987,0.3779051592286068,3.0575537789514873,3.0012036410800613,3.123606981939681,0.19581166997117358,0.11917486446424444,0.11591186834035508,0.12252273837041099,0.011035320788668613,1869.25,1844.724375,1893.150625,77.7114155228439,0.19009493283632878,0.1860429774469137,0.19424476856823042,0.013181494844835414,3.885125000000076,3.1308312500000737,4.806203125000109,2.734730682727597,0.3427899554885264,0.31747922691482083,0.3719436928606943,0.08825767377544078
informed,full-latency,40,10.008249999999649,8.32723749999956,11.62425312499973,5.351136777142881,5.030793049999648,3.4434378284372853,6.542426877499494,5.057454022841599,0.053336099999648036,-1.456981779375255,1.4809762999995373,4.838383381685306,0.1715365512162546,0.13956192114995272,0.20321247862185118,0.10416324563804026,7.129126213592232,6.742084166190749,7.509891133637921,1.2272299929599229,292.075,279.675,304.42625000000004,39.9187556329359,1.4134045135097708,1.302311229670575,1.5251351669288677,0.3621240603457184,2.965249304157696,2.9184091980155342,3.010370918475351,0.15320561395307097,0.2623272135093625,0.2540569017278823,0.27065776364872346,0.026425597572727482,755.075,736.35,773.90125,60.75861762239671,0.38219105662056296,0.3752210082689266,0.3891427606859568,0.022364058727931006,4.451750000000113,3.639434374999984,5.325596875000177,2.7351994606873244,0.363240400576849,0.3403817155283261,0.3863919272160425,0.07482695527744405
informed,AS_gamma0.01,40,5.107375000000133,3.8555312500001913,6.318321875000081,4.08337718252211,-5.528377724999867,-6.894318575312216,-4.195661249375042,4.381092845507824,-16.164130449999867,-17.69952463749967,-14.683805456249932,4.901409226265299,0.1397834129629639,0.104558387398009,0.17564401654281284,0.11666735975777891,2.867233009708738,2.789000928041119,2.944048400913764,0.26127472741865526,612.1,593.47375,630.251875,59.72835945408951,1.4380359454199785,1.3784022321113187,1.5012682797323555,0.19981051353468107,1.7760262713074568,1.7587695253474278,1.792677506515852,0.0542039840877174,0.22434603693888713,0.22097751211734326,0.2276939518301864,0.010852443452385686,1997.8,1962.070625,2032.75125,116.38622704664776,0.15533371664902912,0.15016296696365952,0.16075229147430428,0.01745213363325503,3.355624999999931,2.8063468749999183,3.9367968749999878,1.8265155938954976,0.24420181044003958,0.22806584448866085,0.2608857036286004,0.0552943703158934
informed_jump,L0_symmetric,40,-1.089500000000267,-5.891940624999956,3.5882187499995206,15.779711933933418,-10.459836150000267,-15.211718485312087,-5.80210490968724,15.635160826664892,-19.83017230000027,-24.59305114812457,-15.192682690625375,15.541584631245724,0.0016092243182606555,-0.02319783408908518,0.026846402439139404,0.08397102308688564,27.426956025128497,26.285257709880074,28.442774842946893,3.497816214474767,556.375,540.774375,571.400625,50.73747792969874,1.1762936447203365,1.13624417716086,1.2164938254455802,0.12922451348078068,2.030196630125688,2.022306285558169,2.0380261309357093,0.025390195565086555,0.24222238662797535,0.23779678122514447,0.24657282771325414,0.014321521990924457,1616.15,1595.075,1636.375625,66.60466989094722,0.18885037992459935,0.18420782169612887,0.19342884429452759,0.0147630580067608,19.33974999999987,16.45498437499984,22.495453124999237,10.005912159369243,1.026167670268998,0.9770056621217871,1.0756948297401483,0.15933290041164946
informed_jump,L1_inventory,40,8.3472500000003,7.261590625000088,9.411428125000251,3.475636991977374,-1.936777699999702,-2.9841083621873894,-0.8918007174995914,3.369563674019029,-12.220805399999701,-13.314223028749646,-11.11536708624979,3.571661050037152,0.19545069149773808,0.16661243584093668,0.2243446615795667,0.09312554389500834,4.105525414049114,4.01501035122787,4.199506353512278,0.29965774982691273,585.375,568.47375,603.15,56.52577696536741,1.2995468585500562,1.252103858506801,1.350619823520853,0.1583595578924239,1.958298234282589,1.9481300594574318,1.9691287691814703,0.03492874029898321,0.23200810996610718,0.22803483888579973,0.23623312687310782,0.01327824173961694,1835.175,1808.0743750000001,1862.701875,86.87830790603248,0.17559660082157072,0.17033577740094857,0.18064584597943742,0.016511710320515446,2.742375000000009,2.322665624999998,3.234384375000019,1.4824831851427278,0.2607547453155428,0.24585504421674526,0.2772470515117934,0.051231387189178426
informed_jump,L2_obi,40,10.867125000000128,9.676371875000296,11.941959375000158,3.7381815282059003,0.7843488000001274,-0.3713144665623243,1.818149102500031,3.61040098577496,-9.298427399999872,-10.492964773124685,-8.20332091125014,3.739222976455157,0.26949172054470677,0.23340917206003006,0.30363112191295577,0.11434581833107241,3.8944888635065675,3.821562678469446,3.9634080525414057,0.23625673658376067,567.325,551.2,583.8,52.93895250482099,1.2408250147134265,1.1856613146104085,1.3030509475108858,0.193444484233592,1.9930573494223887,1.981100378948785,2.0046771396857026,0.038534541485345415,0.2224987027935986,0.2185921674811383,0.2265380949415533,0.013052525199102907,1905.525,1884.525,1926.10125,66.92436890883734,0.1720777483901683,0.1677171557900135,0.1763836684321869,0.013944995870110088,2.212749999999911,1.875709375000021,2.6021562499998905,1.1766074384016783,0.2442398710567255,0.22970083442955774,0.2607787841069295,0.05083075581281135
informed_jump,L3_adverse,40,8.413249999999907,6.582184375000149,10.103506249999455,5.857488254691046,2.458206899999907,0.6661801487500395,4.068800445937478,5.589870631722306,-3.496836200000093,-5.258197451249755,-1.9211269237498731,5.43610631630191,0.1416399945649917,0.11114835281074793,0.17218863854802804,0.10076753007656289,6.688406624785837,6.363960593946316,7.019618789263278,1.0356432503019841,336.725,323.174375,350.725,44.79926023885571,1.6144107135099006,1.5162720207835132,1.7176411782989356,0.3297567070791308,2.7657389447240903,2.7237032411200124,2.8101200414077074,0.13968416795085287,0.14080276252129792,0.1368011328304671,0.14496560312976264,0.013372064121892681,1908.275,1881.2,1936.150625,88.17668378943814,0.18027348142248018,0.17562774718883933,0.18492234183158457,0.014913399754016518,4.795875000000028,3.990984375000177,5.662940624999959,2.670277976382464,0.37850376881596653,0.3533235609717968,0.4056472060384449,0.08423490793028716
