gamma,inventory_limit,n,pnl_net_mean,pnl_net_median,pnl_net_std,pnl_net_ci_lo,pnl_net_ci_hi,pnl_edge_mean,pnl_edge_median,pnl_edge_std,pnl_edge_ci_lo,pnl_edge_ci_hi,pnl_inventory_mean,pnl_inventory_median,pnl_inventory_std,pnl_inventory_ci_lo,pnl_inventory_ci_hi,sharpe_1s_mean,sharpe_1s_median,sharpe_1s_std,sharpe_1s_ci_lo,sharpe_1s_ci_hi,max_drawdown_mean,max_drawdown_median,max_drawdown_std,max_drawdown_ci_lo,max_drawdown_ci_hi,fill_rate_orders_mean,fill_rate_orders_median,fill_rate_orders_std,fill_rate_orders_ci_lo,fill_rate_orders_ci_hi,adverse_cost_500ms_mean,adverse_cost_500ms_median,adverse_cost_500ms_std,adverse_cost_500ms_ci_lo,adverse_cost_500ms_ci_hi,n_fills_mean,n_fills_median,n_fills_std,n_fills_ci_lo,n_fills_ci_hi,inv_abs_mean_mean,inv_abs_mean_median,inv_abs_mean_std,inv_abs_mean_ci_lo,inv_abs_mean_ci_hi,inv_max_abs_mean,inv_max_abs_median,inv_max_abs_std,inv_max_abs_ci_lo,inv_max_abs_ci_hi,pnl_vol_1s_mean,pnl_vol_1s_median,pnl_vol_1s_std,pnl_vol_1s_ci_lo,pnl_vol_1s_ci_hi,quote_lifetime_mean_s_mean,quote_lifetime_mean_s_median,quote_lifetime_mean_s_std,quote_lifetime_mean_s_ci_lo,quote_lifetime_mean_s_ci_hi,killed_mean,killed_median,killed_std,killed_ci_lo,killed_ci_hi,diverged_mean,diverged_median,diverged_std,diverged_ci_lo,diverged_ci_hi
0.02,5,12,0.607916666666636,1.5949999999999989,3.274376733429507,-1.4120520833333783,2.196093749999988,21.140833333333337,20.1525,2.7453413708361007,19.789479166666666,22.73378125,-20.532916666666697,-19.410000000000334,5.047142962442546,-23.612145833333347,-18.1293541666667,0.06911845580184921,0.09525088564641977,0.1684603753037392,-0.029366937647399994,0.1543819696652101,2.654583333333394,1.4025000000001313,2.4265336840227394,1.5645312500000332,4.124333333333425,0.2435570630390275,0.24023006815619113,0.011091864027969724,0.2382016640949959,0.24966604764161487,1.4615972778508126,1.4272505740687127,0.19694289227512637,1.3656798547338371,1.580958336663375,397.5,374.5,55.06937773060781,370.82916666666665,430.09375,1.5360556038227628,1.5460469157254562,0.1972530344688999,1.4337496379959456,1.6614610483637413,5.0,5.0,0.0,5.0,5.0,0.16011414746139077,0.14542846060049855,0.04612570393154686,0.13756377574849185,0.18555564692628973,0.1474484816156645,0.1485157203399725,0.012092045480611898,0.1404800196669867,0.1538203368081404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,10,12,-0.9887500000000671,-1.1975000000001614,4.222162912428876,-3.3439166666666984,1.2629166666665732,22.598333333333333,22.330000000000002,2.8776666157696495,21.096031250000003,24.148781250000003,-23.587083333333396,-20.570000000000164,6.159618663791722,-27.257531250000103,-20.461750000000155,0.0013937405129375603,-0.055536526929982954,0.18184478494594278,-0.09229772440843755,0.10646952941107869,3.7475000000000662,2.6225000000000875,3.190813162246235,2.130822916666699,5.7117916666665876,0.22948795379765022,0.22813270867567137,0.0105937301584983,0.22421840318661368,0.2355623368334858,1.5904523650287556,1.553989703989704,0.27921619982665463,1.4467163526795843,1.7543757390230732,410.1666666666667,400.5,50.88459908697743,384.4125,437.5854166666667,1.617651317694758,1.65377932232841,0.2004538374798203,1.5136819432377642,1.7436594989863885,9.916666666666666,10.0,0.28867513459481287,9.75,10.0,0.20229097651301617,0.18366298719173618,0.06873544878439945,0.16823501783100756,0.24217328331713006,0.14161586646703253,0.14253947521872606,0.010685242308227774,0.13582595627406488,0.1472019862974079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,20,12,-3.8475000000001125,-1.814999999999813,5.906082958195777,-7.079010416666883,-0.8338645833335621,23.78708333333333,23.3475,2.8356115729105493,22.288281250000004,25.3275625,-27.63458333333345,-24.267500000000283,7.5502391468245635,-31.592552083333455,-23.680281249999897,-0.06943557387161124,-0.07621239548090743,0.12278682923035818,-0.13367167376655908,-7.745629231794279e-05,6.113750000000107,4.122500000000144,5.688323017375206,3.2321145833333547,9.269218750000208,0.23041374330407371,0.2311079407359667,0.00969239187613272,0.22533008701291213,0.2353747911628218,1.8332005770764281,1.6926428215400442,0.3791563761993695,1.6299915721702158,2.051911920417946,421.4166666666667,422.0,42.726313657837125,398.33124999999995,443.4270833333333,1.6592817839559801,1.6542137271937447,0.20534236431119618,1.5491529105125976,1.7731700695047785,13.583333333333334,14.0,2.0207259421636903,12.416666666666666,14.666666666666666,0.32469780267464915,0.2008412673027535,0.31104146684929274,0.19332178775251277,0.5109692253616527,0.1388505771225421,0.13810097688403533,0.009508792919100473,0.13399367132295678,0.1440218805052729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,50,12,-3.8475000000001125,-1.814999999999813,5.906082958195777,-7.079010416666883,-0.8338645833335621,23.78708333333333,23.3475,2.8356115729105493,22.288281250000004,25.3275625,-27.63458333333345,-24.267500000000283,7.5502391468245635,-31.592552083333455,-23.680281249999897,-0.06943557387161124,-0.07621239548090743,0.12278682923035818,-0.13367167376655908,-7.745629231794279e-05,6.113750000000107,4.122500000000144,5.688323017375206,3.2321145833333547,9.269218750000208,0.23041374330407371,0.2311079407359667,0.00969239187613272,0.22533008701291213,0.2353747911628218,1.8332005770764281,1.6926428215400442,0.3791563761993695,1.6299915721702158,2.051911920417946,421.4166666666667,422.0,42.726313657837125,398.33124999999995,443.4270833333333,1.6592817839559801,1.6542137271937447,0.20534236431119618,1.5491529105125976,1.7731700695047785,13.583333333333334,14.0,2.0207259421636903,12.416666666666666,14.666666666666666,0.32469780267464915,0.2008412673027535,0.31104146684929274,0.19332178775251277,0.5109692253616527,0.1388505771225421,0.13810097688403533,0.009508792919100473,0.13399367132295678,0.1440218805052729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,100,12,-3.8475000000001125,-1.814999999999813,5.906082958195777,-7.079010416666883,-0.8338645833335621,23.78708333333333,23.3475,2.8356115729105493,22.288281250000004,25.3275625,-27.63458333333345,-24.267500000000283,7.5502391468245635,-31.592552083333455,-23.680281249999897,-0.06943557387161124,-0.07621239548090743,0.12278682923035818,-0.13367167376655908,-7.745629231794279e-05,6.113750000000107,4.122500000000144,5.688323017375206,3.2321145833333547,9.269218750000208,0.23041374330407371,0.2311079407359667,0.00969239187613272,0.22533008701291213,0.2353747911628218,1.8332005770764281,1.6926428215400442,0.3791563761993695,1.6299915721702158,2.051911920417946,421.4166666666667,422.0,42.726313657837125,398.33124999999995,443.4270833333333,1.6592817839559801,1.6542137271937447,0.20534236431119618,1.5491529105125976,1.7731700695047785,13.583333333333334,14.0,2.0207259421636903,12.416666666666666,14.666666666666666,0.32469780267464915,0.2008412673027535,0.31104146684929274,0.19332178775251277,0.5109692253616527,0.1388505771225421,0.13810097688403533,0.009508792919100473,0.13399367132295678,0.1440218805052729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,5,12,-4.525833333333334,-3.9150000000000915,2.1151110365579604,-5.641072916666544,-3.4078750000000264,18.640416666666667,18.54,1.9231383658599361,17.631572916666663,19.597729166666667,-23.16625,-23.590000000000312,3.490580262389175,-24.91439583333339,-21.404250000000136,-0.1997837505093075,-0.21119696453884393,0.042558606174787676,-0.221322669144502,-0.1761007339919043,5.161249999999939,4.312499999999972,2.329335766615948,3.9836666666666734,6.407281250000065,0.21757855319344468,0.21616467361128378,0.01137895977672704,0.21163446710714273,0.22412679073847777,1.6983356140894372,1.696017739987266,0.19852012598313545,1.593085068430447,1.8017288202588495,383.5,383.0,27.566448645211644,370.66041666666666,398.0083333333333,1.0244714740805099,0.9995655951346655,0.14093905804752724,0.9490949898638866,1.1114465682015637,5.0,5.0,0.0,5.0,5.0,0.1890940837542032,0.16419068403647702,0.06188213700866841,0.1577537665739025,0.22273571019865154,0.141338485562111,0.13961970490576336,0.007076916496006575,0.13771931790037298,0.14497726055392707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,10,12,-6.98500000000007,-7.912499999999994,4.33792158024589,-9.361468749999823,-4.804979166666807,20.562916666666666,19.6575,3.473711964254673,18.61113541666667,22.497114583333335,-27.54791666666674,-29.295000000000304,6.5797735724834645,-31.02434375000003,-24.02373958333347,-0.20822018798784803,-0.22820581645687973,0.08553064523204144,-0.25452641581968005,-0.1626221343764062,7.720000000000019,8.89249999999982,4.161877308051305,5.652062499999975,9.909760416666721,0.21269112257662592,0.2123622811720906,0.012304719391317703,0.2057311608699578,0.2191562898518213,1.9564620887341821,1.987500034011662,0.488349980094855,1.7096574733308139,2.226900490347724,402.75,404.5,35.88143353779601,382.4125,423.0875,1.0843469446857805,1.0673327541268463,0.1080742024043877,1.02664168838691,1.1438694613379672,9.25,9.5,0.9653072991634227,8.75,9.75,0.2697766657404886,0.2431486698687251,0.11050835292933298,0.21876310584192807,0.33557290626157027,0.13556809757725427,0.13646834504188904,0.007018407625061766,0.1316436871207085,0.13951681536393332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,20,12,-8.304583333333268,-7.2949999999999875,6.321838217399162,-11.587760416666615,-5.219156249999792,21.851666666666663,20.2075,3.633012357242786,20.03901041666667,24.074,-30.15624999999994,-29.077499999999844,8.976216333126668,-35.169229166666575,-25.83954166666676,-0.18545872060292243,-0.19486276076425024,0.08038071680531376,-0.22511976819789686,-0.1437579728278712,9.192083333333217,8.322499999999728,6.086198790681675,6.253062499999904,12.399979166666508,0.21028273236973036,0.20907304503154472,0.014405434181514366,0.20289587412009416,0.2183123014444744,2.1603795157960035,2.1564971017599124,0.7319000029908361,1.810930069100102,2.577672334223694,399.8333333333333,392.5,35.1718723706971,382.1625,420.5875,1.071821604401969,1.056472632493484,0.12888092729402986,1.0085378656240949,1.1407019258615698,10.583333333333334,10.0,2.391588796113782,9.497916666666667,12.083333333333334,0.339776978229366,0.29080674736713885,0.16005657758773398,0.2564913716925757,0.422207025289242,0.13526107065670553,0.13599149885851994,0.004779922939528735,0.13236808850059303,0.13772738735825357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,50,12,-8.304583333333268,-7.2949999999999875,6.321838217399162,-11.587760416666615,-5.219156249999792,21.851666666666663,20.2075,3.633012357242786,20.03901041666667,24.074,-30.15624999999994,-29.077499999999844,8.976216333126668,-35.169229166666575,-25.83954166666676,-0.18545872060292243,-0.19486276076425024,0.08038071680531376,-0.22511976819789686,-0.1437579728278712,9.192083333333217,8.322499999999728,6.086198790681675,6.253062499999904,12.399979166666508,0.21028273236973036,0.20907304503154472,0.014405434181514366,0.20289587412009416,0.2183123014444744,2.1603795157960035,2.1564971017599124,0.7319000029908361,1.810930069100102,2.577672334223694,399.8333333333333,392.5,35.1718723706971,382.1625,420.5875,1.071821604401969,1.056472632493484,0.12888092729402986,1.0085378656240949,1.1407019258615698,10.583333333333334,10.0,2.391588796113782,9.497916666666667,12.083333333333334,0.339776978229366,0.29080674736713885,0.16005657758773398,0.2564913716925757,0.422207025289242,0.13526107065670553,0.13599149885851994,0.004779922939528735,0.13236808850059303,0.13772738735825357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,100,12,-8.304583333333268,-7.2949999999999875,6.321838217399162,-11.587760416666615,-5.219156249999792,21.851666666666663,20.2075,3.633012357242786,20.03901041666667,24.074,-30.15624999999994,-29.077499999999844,8.976216333126668,-35.169229166666575,-25.83954166666676,-0.18545872060292243,-0.19486276076425024,0.08038071680531376,-0.22511976819789686,-0.1437579728278712,9.192083333333217,8.322499999999728,6.086198790681675,6.253062499999904,12.399979166666508,0.21028273236973036,0.20907304503154472,0.014405434181514366,0.20289587412009416,0.2183123014444744,2.1603795157960035,2.1564971017599124,0.7319000029908361,1.810930069100102,2.577672334223694,399.8333333333333,392.5,35.1718723706971,382.1625,420.5875,1.071821604401969,1.056472632493484,0.12888092729402986,1.0085378656240949,1.1407019258615698,10.583333333333334,10.0,2.391588796113782,9.497916666666667,12.083333333333334,0.339776978229366,0.29080674736713885,0.16005657758773398,0.2564913716925757,0.422207025289242,0.13526107065670553,0.13599149885851994,0.004779922939528735,0.13236808850059303,0.13772738735825357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
