env,scope,group,horizon,metric,mean,ci_lo,ci_hi,sessions,mean_fills
informed,null_random_times,all,1s,M,0.00043229166666666703,-0.009889140624999999,0.011466848958333335,24,nan
informed,mm_by_inventory,extends_inventory,100ms,E,2.219624225704391,2.114075775722586,2.3228178468980536,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,100ms,M,-1.9953808222869072,-2.1107264961791627,-1.8830199521131814,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,100ms,R,0.22432786857594889,0.14157514693297144,0.3119514233551349,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,1s,E,2.219624225704391,2.114075775722586,2.3228178468980536,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,1s,M,-2.1246113819130854,-2.3364143426959396,-1.9025779008160661,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,1s,R,0.09468723774557614,-0.11235463195914516,0.3150557013998034,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,500ms,E,2.219624225704391,2.114075775722586,2.3228178468980536,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,500ms,M,-2.2132603241985334,-2.3817666393635957,-2.04684021957898,24,191.83333333333334
informed,mm_by_inventory,extends_inventory,500ms,R,0.006724418235054101,-0.14587813868752153,0.15468410348339123,24,191.83333333333334
informed,mm_by_inventory,from_flat,100ms,E,1.9354655221394246,1.8345425875514,2.034722675611206,24,44.125
informed,mm_by_inventory,from_flat,100ms,M,-1.779881716706716,-1.9560111712264836,-1.6097662000068467,24,44.125
informed,mm_by_inventory,from_flat,100ms,R,0.15515236115360775,-0.06485751883248025,0.35427043750813936,24,44.125
informed,mm_by_inventory,from_flat,1s,E,1.9354655221394246,1.8345425875514,2.034722675611206,24,44.125
informed,mm_by_inventory,from_flat,1s,M,-1.5303080495319474,-1.8799256138518896,-1.148732294674904,24,44.125
informed,mm_by_inventory,from_flat,1s,R,0.40331723202284825,0.044402651819053354,0.7724683052431158,24,44.125
informed,mm_by_inventory,from_flat,500ms,E,1.9354655221394246,1.8345425875514,2.034722675611206,24,44.125
informed,mm_by_inventory,from_flat,500ms,M,-1.6894759284934502,-2.0344367054097825,-1.3469258186808732,24,44.125
informed,mm_by_inventory,from_flat,500ms,R,0.24441468718390916,-0.13376294012280254,0.6196752172658458,24,44.125
informed,mm_by_inventory,reduces_inventory,100ms,E,1.4940950880210717,1.4645157317132087,1.5269234914974614,24,393.0
informed,mm_by_inventory,reduces_inventory,100ms,M,-1.2453587556491716,-1.3503261048649022,-1.144599201196072,24,393.0
informed,mm_by_inventory,reduces_inventory,100ms,R,0.24867159209410625,0.1400317786474808,0.35599275519396073,24,393.0
informed,mm_by_inventory,reduces_inventory,1s,E,1.4940950880210717,1.4645157317132087,1.5269234914974614,24,393.0
informed,mm_by_inventory,reduces_inventory,1s,M,-1.4609775175628732,-1.645971017676787,-1.292598986650987,24,393.0
informed,mm_by_inventory,reduces_inventory,1s,R,0.03195101181375168,-0.15126651216938466,0.2032933608844736,24,393.0
informed,mm_by_inventory,reduces_inventory,500ms,E,1.4940950880210717,1.4645157317132087,1.5269234914974614,24,393.0
informed,mm_by_inventory,reduces_inventory,500ms,M,-1.3694317344960538,-1.5108049503370267,-1.2382697688434916,24,393.0
informed,mm_by_inventory,reduces_inventory,500ms,R,0.12392137701527599,-0.022865133834652596,0.2665818672912336,24,393.0
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),100ms,E,1.9147744471915604,1.8799669995479695,1.9500583745080775,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),100ms,M,-1.7526753353986468,-1.8309081592141696,-1.6746307685401085,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),100ms,R,0.16209911179291392,0.07742027389904829,0.2466203127280257,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),1s,E,1.9147744471915604,1.8799669995479695,1.9500583745080775,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),1s,M,-1.9907484695997235,-2.1202480670579855,-1.8568769045645281,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),1s,R,-0.07797222863464497,-0.21070274221433177,0.05442085671729922,24,188.25
informed,mm_by_obi,book_leans_against(s*OBI<=-.5),500ms,E,1.9147744471915604,1.8799669995479695,1.9500583745080775,24,188.25
